,Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
0,2018-10-20 20:45:22,Other,RISK OF RAIN FOR THIS SESSION IS 10%,,,,,,
1,2018-10-20 21:00:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2,2018-10-20 21:04:27,Other,CAR 10 (GAS) BEYOND TRACK LIMITS AT TURN 19,,,,,,
3,2018-10-20 21:04:53,Other,TIME DISALLOWED FOR CAR 10 (GAS) - TRACK LIMITS,,,,,,
4,2018-10-20 21:09:48,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 8,,,,,,
5,2018-10-20 21:09:52,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 18,,,,,,
6,2018-10-20 21:09:57,Flag,CLEAR IN TRACK SECTOR 18,,CLEAR,Sector,18.0,,
7,2018-10-20 21:09:59,Flag,CLEAR IN TRACK SECTOR 8,,CLEAR,Sector,8.0,,
8,2018-10-20 21:18:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
9,2018-10-20 21:25:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
10,2018-10-20 21:40:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
11,2018-10-20 21:48:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
12,2018-10-20 22:00:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
