,Time,Status
0,0 days 00:00:05.774000,Inactive
1,0 days 00:15:00.061000,Started
2,0 days 00:33:00.111000,Finished
3,0 days 00:38:09.431000,Inactive
4,0 days 00:40:00.059000,Started
5,0 days 00:55:00.214000,Finished
6,0 days 01:01:11.658000,Inactive
7,0 days 01:03:00.045000,Started
8,0 days 01:15:00.190000,Finished
9,0 days 01:18:05.211000,Finalised
10,0 days 01:22:06.487000,Ends
