,Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
0,2019-07-27 13:00:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
1,2019-07-27 13:06:52,Other,CAR 88 (KUB) TIME 1:15.478 DELETED - TRACK LIMITS AT TURN 17,,,,,,
2,2019-07-27 13:10:45,Flag,YELLOW IN TRACK SECTOR 9,,YELLOW,Sector,9.0,,
3,2019-07-27 13:10:49,Flag,CLEAR IN TRACK SECTOR 9,,CLEAR,Sector,9.0,,
4,2019-07-27 13:11:50,Other,CAR 99 (GIO) TIME 1:15.835 DELETED - TRACK LIMITS AT TURN 1,,,,,,
5,2019-07-27 13:18:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
6,2019-07-27 13:22:01,Other,ALLEGED UNSAFE RELEASE INVOLVING CARS 26 (KVY) AND 8 (GRO) WILL BE INVESTIGATED AFTER THE SESSION,,,,,,
7,2019-07-27 13:25:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
8,2019-07-27 13:29:38,Other,CAR 16 (LEC) TIME 1:25.553 DELETED - TRACK LIMITS AT TURN 1,,,,,,
9,2019-07-27 13:40:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
10,2019-07-27 13:48:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
11,2019-07-27 14:00:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
12,2019-07-27 14:01:15,Other,CAR 10 (GAS) TIME 1:12.180 DELETED - TRACK LIMITS AT TURN 17,,,,,,
