,Time,Status
0,0 days 00:00:07.778000,Inactive
1,0 days 00:33:59.522000,Started
2,0 days 02:06:03.087000,Aborted
3,0 days 02:40:00.166000,Started
4,0 days 02:47:36.144000,Finished
5,0 days 02:51:29.361000,Finalised
6,0 days 02:52:41.670000,Ends
