,Time,Status
0,0 days 00:00:04.966000,Inactive
1,0 days 00:56:57.095000,Started
2,0 days 02:25:17.563000,Finished
3,0 days 02:33:40.490000,Finalised
4,0 days 02:33:41.969000,Ends
