,Time,Status
0,0 days 00:00:10.594000,Inactive
1,0 days 01:02:48.573000,Started
2,0 days 02:27:17.277000,Finished
3,0 days 02:32:23.725000,Finalised
4,0 days 02:32:23.884000,Ends
