,Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
0,2021-11-21 13:20:01,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,1
1,2021-11-21 13:30:01,Other,PIT EXIT CLOSED,,,,,,1
2,2021-11-21 13:45:10,Other,RISK OF RAIN FOR F1 RACE IS 0%,,,,,,1
3,2021-11-21 13:57:03,Drs,DRS DISABLED,DISABLED,,,,,1
4,2021-11-21 14:01:55,Flag,YELLOW IN TRACK SECTOR 16,,YELLOW,Sector,16.0,,1
5,2021-11-21 14:01:56,Flag,CLEAR IN TRACK SECTOR 16,,CLEAR,Sector,16.0,,1
6,2021-11-21 14:03:49,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,1
7,2021-11-21 14:07:13,Drs,DRS ENABLED,ENABLED,,,,,3
8,2021-11-21 14:08:37,Other,CAR 10 (GAS) TIME 1:30.886 DELETED - TRACK LIMITS AT TURN 16,,,,,,4
9,2021-11-21 14:10:04,Other,CAR 10 (GAS) TIME 1:31.260 DELETED - TRACK LIMITS AT TURN 16,,,,,,5
10,2021-11-21 14:16:12,CarEvent,CAR 18 (STR) OFF TRACK AND CONTINUED AT TURN 15,,,,,18,9
11,2021-11-21 14:19:26,Other,CAR 5 (VET) TIME 1:31.382 DELETED - TRACK LIMITS AT TURN 16,,,,,,11
12,2021-11-21 14:20:58,Other,CAR 5 (VET) TIME 1:31.343 DELETED - TRACK LIMITS AT TURN 16,,,,,,12
13,2021-11-21 14:38:18,Flag,WAVED BLUE FLAG FOR CAR 47 (MSC) TIMED AT 17:38:17,,BLUE,Driver,,47,24
14,2021-11-21 14:41:39,Flag,WAVED BLUE FLAG FOR CAR 47 (MSC) TIMED AT 17:41:39,,BLUE,Driver,,47,26
15,2021-11-21 14:43:19,Flag,WAVED BLUE FLAG FOR CAR 6 (LAT) TIMED AT 17:43:18,,BLUE,Driver,,6,27
16,2021-11-21 14:44:15,Flag,WAVED BLUE FLAG FOR CAR 9 (MAZ) TIMED AT 17:44:15,,BLUE,Driver,,9,28
17,2021-11-21 14:44:46,Flag,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 17:44:46,,BLUE,Driver,,63,28
18,2021-11-21 14:46:00,Flag,WAVED BLUE FLAG FOR CAR 9 (MAZ) TIMED AT 17:46:00,,BLUE,Driver,,9,29
19,2021-11-21 14:46:40,Flag,WAVED BLUE FLAG FOR CAR 6 (LAT) TIMED AT 17:46:40,,BLUE,Driver,,6,29
20,2021-11-21 14:47:47,Other,CAR 14 (ALO) TIME 1:29.846 DELETED - TRACK LIMITS AT TURN 2,,,,,,30
21,2021-11-21 14:48:12,Flag,WAVED BLUE FLAG FOR CAR 3 (RIC) TIMED AT 17:48:12,,BLUE,Driver,,3,30
22,2021-11-21 14:48:41,Flag,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 17:48:40,,BLUE,Driver,,63,31
23,2021-11-21 14:48:47,Flag,WAVED BLUE FLAG FOR CAR 99 (GIO) TIMED AT 17:48:47,,BLUE,Driver,,99,31
24,2021-11-21 14:50:15,Flag,WAVED BLUE FLAG FOR CAR 5 (VET) TIMED AT 17:50:14,,BLUE,Driver,,5,32
25,2021-11-21 14:51:30,Flag,WAVED BLUE FLAG FOR CAR 3 (RIC) TIMED AT 17:51:29,,BLUE,Driver,,3,33
26,2021-11-21 14:52:08,Flag,WAVED BLUE FLAG FOR CAR 9 (MAZ) TIMED AT 17:52:08,,BLUE,Driver,,9,33
27,2021-11-21 14:52:24,Flag,WAVED BLUE FLAG FOR CAR 9 (MAZ) TIMED AT 17:52:24,,BLUE,Driver,,9,33
28,2021-11-21 14:52:29,Flag,DOUBLE YELLOW IN TRACK SECTOR 11,,DOUBLE YELLOW,Sector,11.0,,33
29,2021-11-21 14:52:34,Flag,YELLOW IN TRACK SECTOR 12,,YELLOW,Sector,12.0,,33
30,2021-11-21 14:52:34,Flag,WAVED BLUE FLAG FOR CAR 99 (GIO) TIMED AT 17:52:34,,BLUE,Driver,,99,33
31,2021-11-21 14:52:36,Flag,YELLOW IN TRACK SECTOR 10,,YELLOW,Sector,10.0,,33
32,2021-11-21 14:52:37,Flag,YELLOW IN TRACK SECTOR 11,,YELLOW,Sector,11.0,,33
33,2021-11-21 14:52:44,Flag,CLEAR IN TRACK SECTOR 12,,CLEAR,Sector,12.0,,34
34,2021-11-21 14:52:49,Flag,CLEAR IN TRACK SECTOR 11,,CLEAR,Sector,11.0,,34
35,2021-11-21 14:52:51,Flag,CLEAR IN TRACK SECTOR 10,,CLEAR,Sector,10.0,,34
36,2021-11-21 14:52:53,CarEvent,CAR 77 (BOT) OFF TRACK AND CONTINUED AT TURN 7,,,,,77,34
37,2021-11-21 14:53:03,Flag,YELLOW IN TRACK SECTOR 16,,YELLOW,Sector,16.0,,34
38,2021-11-21 14:53:15,Flag,CLEAR IN TRACK SECTOR 16,,CLEAR,Sector,16.0,,34
39,2021-11-21 14:53:26,Flag,WAVED BLUE FLAG FOR CAR 16 (LEC) TIMED AT 17:53:25,,BLUE,Driver,,16,34
40,2021-11-21 14:53:37,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 10,,,,,,34
41,2021-11-21 14:53:55,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 12,,,,,,34
42,2021-11-21 14:54:01,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 11,,,,,,34
43,2021-11-21 14:54:14,Flag,CLEAR IN TRACK SECTOR 10,,CLEAR,Sector,10.0,,35
44,2021-11-21 14:56:10,Flag,WAVED BLUE FLAG FOR CAR 5 (VET) TIMED AT 17:56:09,,BLUE,Driver,,5,36
45,2021-11-21 14:56:35,Flag,CLEAR IN TRACK SECTOR 11,,CLEAR,Sector,11.0,,36
46,2021-11-21 14:56:36,Flag,CLEAR IN TRACK SECTOR 12,,CLEAR,Sector,12.0,,36
47,2021-11-21 14:58:29,Flag,WAVED BLUE FLAG FOR CAR 9 (MAZ) TIMED AT 17:58:29,,BLUE,Driver,,9,38
48,2021-11-21 14:58:55,Flag,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 17:58:55,,BLUE,Driver,,55,38
49,2021-11-21 15:00:01,Flag,WAVED BLUE FLAG FOR CAR 9 (MAZ) TIMED AT 18:00:01,,BLUE,Driver,,9,39
50,2021-11-21 15:01:49,Flag,WAVED BLUE FLAG FOR CAR 9 (MAZ) TIMED AT 18:01:48,,BLUE,Driver,,9,40
51,2021-11-21 15:02:38,Flag,WAVED BLUE FLAG FOR CAR 9 (MAZ) TIMED AT 18:02:37,,BLUE,Driver,,9,40
52,2021-11-21 15:03:09,Flag,WAVED BLUE FLAG FOR CAR 9 (MAZ) TIMED AT 18:03:09,,BLUE,Driver,,9,41
53,2021-11-21 15:03:25,Flag,WAVED BLUE FLAG FOR CAR 9 (MAZ) TIMED AT 18:03:24,,BLUE,Driver,,9,41
54,2021-11-21 15:04:57,Flag,WAVED BLUE FLAG FOR CAR 9 (MAZ) TIMED AT 18:04:57,,BLUE,Driver,,9,42
55,2021-11-21 15:08:10,Flag,WAVED BLUE FLAG FOR CAR 3 (RIC) TIMED AT 18:08:09,,BLUE,Driver,,3,44
56,2021-11-21 15:08:11,Flag,WAVED BLUE FLAG FOR CAR 9 (MAZ) TIMED AT 18:08:10,,BLUE,Driver,,9,44
57,2021-11-21 15:10:16,Flag,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 18:10:15,,BLUE,Driver,,77,45
58,2021-11-21 15:11:02,Flag,WAVED BLUE FLAG FOR CAR 9 (MAZ) TIMED AT 18:11:01,,BLUE,Driver,,9,46
59,2021-11-21 15:11:18,Flag,WAVED BLUE FLAG FOR CAR 9 (MAZ) TIMED AT 18:11:17,,BLUE,Driver,,9,46
60,2021-11-21 15:13:50,Flag,WAVED BLUE FLAG FOR CAR 9 (MAZ) TIMED AT 18:13:50,,BLUE,Driver,,9,48
61,2021-11-21 15:14:31,Other,CAR 31 (OCO) TIME 1:29.029 DELETED - TRACK LIMITS AT TURN 2,,,,,,48
62,2021-11-21 15:15:11,Flag,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 18:15:10,,BLUE,Driver,,10,49
63,2021-11-21 15:15:36,Flag,WAVED BLUE FLAG FOR CAR 9 (MAZ) TIMED AT 18:15:35,,BLUE,Driver,,9,49
64,2021-11-21 15:17:05,Flag,WAVED BLUE FLAG FOR CAR 5 (VET) TIMED AT 18:17:04,,BLUE,Driver,,5,50
65,2021-11-21 15:17:45,Flag,YELLOW IN TRACK SECTOR 16,,YELLOW,Sector,16.0,,51
66,2021-11-21 15:17:47,Flag,DOUBLE YELLOW IN TRACK SECTOR 16,,DOUBLE YELLOW,Sector,16.0,,51
67,2021-11-21 15:17:52,Flag,CLEAR IN TRACK SECTOR 16,,CLEAR,Sector,16.0,,51
68,2021-11-21 15:17:54,Flag,YELLOW IN TRACK SECTOR 17,,YELLOW,Sector,17.0,,51
69,2021-11-21 15:18:01,Flag,CLEAR IN TRACK SECTOR 17,,CLEAR,Sector,17.0,,51
70,2021-11-21 15:18:30,Other,CAR 99 (GIO) TIME 1:29.198 DELETED - TRACK LIMITS AT TURN 16,,,,,,51
71,2021-11-21 15:19:54,Other,CAR 99 (GIO) TIME 1:28.909 DELETED - TRACK LIMITS AT TURN 16,,,,,,52
72,2021-11-21 15:20:19,Flag,YELLOW IN TRACK SECTOR 5,,YELLOW,Sector,5.0,,52
73,2021-11-21 15:20:21,Flag,CLEAR IN TRACK SECTOR 5,,CLEAR,Sector,5.0,,52
74,2021-11-21 15:21:18,Flag,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 18:21:17,,BLUE,Driver,,10,53
75,2021-11-21 15:21:50,Flag,WAVED BLUE FLAG FOR CAR 9 (MAZ) TIMED AT 18:21:49,,BLUE,Driver,,9,53
76,2021-11-21 15:22:46,Flag,CLEAR IN TRACK SECTOR 9,,CLEAR,Sector,9.0,,54
77,2021-11-21 15:24:04,Flag,WAVED BLUE FLAG FOR CAR 47 (MSC) TIMED AT 18:24:03,,BLUE,Driver,,47,55
78,2021-11-21 15:24:10,SafetyCar,VIRTUAL SAFETY CAR DEPLOYED,DEPLOYED,,,,,55
79,2021-11-21 15:26:47,SafetyCar,VIRTUAL SAFETY CAR ENDING,ENDING,,,,,57
80,2021-11-21 15:26:59,Flag,TRACK CLEAR,,CLEAR,Track,,,57
81,2021-11-21 15:27:04,Drs,DRS ENABLED,ENABLED,,,,,57
82,2021-11-21 15:28:03,Flag,WAVED BLUE FLAG FOR CAR 99 (GIO) TIMED AT 18:28:03,,BLUE,Driver,,99,57
83,2021-11-21 15:28:17,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,57
84,2021-11-21 15:28:47,Flag,WAVED BLUE FLAG FOR CAR 47 (MSC) TIMED AT 18:28:46,,BLUE,Driver,,47,57
