,Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed
0,0 days 00:00:16.061000,12.5,95.6,970.8,True,14.7,316,0.9
1,0 days 00:01:16.061000,12.5,95.5,970.8,True,14.8,345,0.5
2,0 days 00:02:16.063000,12.5,95.4,970.8,True,14.9,332,0.7
3,0 days 00:03:16.062000,12.5,95.4,970.8,True,14.9,332,0.7
4,0 days 00:04:16.058000,12.5,95.4,970.9,True,14.9,332,0.5
5,0 days 00:05:16.061000,12.4,95.8,970.8,True,14.9,327,0.5
6,0 days 00:06:16.066000,12.5,95.8,970.8,True,14.9,327,0.5
7,0 days 00:07:16.067000,12.5,95.3,970.8,True,14.9,321,0.9
8,0 days 00:08:16.061000,12.5,95.3,970.8,False,14.9,343,0.8
9,0 days 00:09:16.061000,12.5,95.3,970.8,False,14.8,297,0.7
10,0 days 00:10:16.062000,12.4,95.3,970.8,False,14.8,297,0.7
11,0 days 00:11:16.065000,12.4,95.2,970.8,False,14.7,342,0.6
12,0 days 00:12:16.065000,12.5,95.2,970.8,False,14.7,342,0.6
13,0 days 00:13:16.077000,12.4,95.2,970.8,False,14.7,323,0.8
14,0 days 00:14:16.063000,12.5,95.6,970.7,False,14.7,335,0.7
15,0 days 00:15:16.063000,12.5,95.4,970.8,False,14.6,337,0.8
16,0 days 00:16:16.061000,12.4,95.7,970.9,False,14.5,336,0.4
17,0 days 00:17:16.062000,12.4,95.6,970.7,False,14.5,335,0.5
18,0 days 00:18:16.070000,12.4,95.7,970.7,True,14.5,3,0.5
19,0 days 00:19:16.077000,12.4,95.7,970.8,True,14.5,329,0.3
20,0 days 00:20:16.078000,12.5,96.1,970.8,True,14.5,9,0.4
21,0 days 00:21:16.094000,12.5,95.6,970.8,True,14.6,314,0.2
22,0 days 00:22:16.110000,12.5,95.9,970.7,True,14.5,341,0.4
23,0 days 00:23:16.109000,12.4,95.7,970.7,True,14.5,338,0.5
24,0 days 00:24:16.112000,12.5,95.7,970.8,True,14.6,340,0.7
25,0 days 00:25:16.124000,12.5,95.8,970.7,True,14.6,337,0.6
26,0 days 00:26:16.124000,12.5,95.6,970.7,True,14.6,349,0.6
27,0 days 00:27:16.137000,12.6,95.9,970.8,True,14.7,6,0.5
28,0 days 00:28:16.125000,12.6,96.0,970.7,True,14.7,301,0.3
29,0 days 00:29:16.141000,12.7,96.0,970.7,True,14.7,301,0.3
30,0 days 00:30:16.177000,12.7,96.0,970.7,True,14.7,301,0.3
31,0 days 00:31:16.156000,12.7,96.0,970.7,True,14.7,301,0.3
32,0 days 00:32:16.157000,12.6,96.0,970.7,True,14.7,301,0.3
33,0 days 00:33:16.173000,12.6,95.7,970.7,True,14.7,3,0.5
34,0 days 00:34:16.188000,12.6,96.3,970.8,True,14.7,339,0.5
35,0 days 00:35:16.188000,12.7,96.2,970.8,True,14.8,346,0.7
36,0 days 00:36:16.186000,12.7,96.4,970.6,True,14.8,331,0.4
