,Time,Status
0,0 days 00:00:07.211000,Inactive
1,0 days 01:01:51.781000,Started
2,0 days 02:34:14.855000,Finished
3,0 days 02:37:34.590000,Finalised
4,0 days 02:37:34.590000,Ends
