,DriverNumber,BroadcastName,Abbreviation,DriverId,TeamName,TeamColor,TeamId,FirstName,LastName,FullName,HeadshotUrl,CountryCode,Position,ClassifiedPosition,GridPosition,Q1,Q2,Q3,Time,Status,Points,Laps
16,16,C LECLERC,LEC,leclerc,Ferrari,dc0000,ferrari,Charles,Leclerc,Charles Leclerc,,,1.0,,,0 days 00:01:28.495000,0 days 00:01:28.046000,0 days 00:01:27.866000,,,,
5,5,S VETTEL,VET,vettel,Ferrari,dc0000,ferrari,Sebastian,Vettel,Sebastian Vettel,,,2.0,,,0 days 00:01:28.733000,0 days 00:01:28.356000,0 days 00:01:28.160000,,,,
44,44,L HAMILTON,HAM,hamilton,Mercedes,00d2be,mercedes,Lewis,Hamilton,Lewis Hamilton,,,3.0,,,0 days 00:01:29.262000,0 days 00:01:28.578000,0 days 00:01:28.190000,,,,
77,77,V BOTTAS,BOT,bottas,Mercedes,00d2be,mercedes,Valtteri,Bottas,Valtteri Bottas,,,4.0,,,0 days 00:01:29.498000,0 days 00:01:28.830000,0 days 00:01:28.256000,,,,
33,33,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,1e41ff,red_bull,Max,Verstappen,Max Verstappen,,,5.0,,,0 days 00:01:29.579000,0 days 00:01:29.109000,0 days 00:01:28.752000,,,,
20,20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,bd9e57,haas,Kevin,Magnussen,Kevin Magnussen,,,6.0,,,0 days 00:01:29.532000,0 days 00:01:29.017000,0 days 00:01:28.757000,,,,
55,55,C SAINZ,SAI,sainz,McLaren,ff8700,mclaren,Carlos,Sainz,Carlos Sainz,,,7.0,,,0 days 00:01:29.528000,0 days 00:01:29.055000,0 days 00:01:28.813000,,,,
8,8,R GROSJEAN,GRO,grosjean,Haas F1 Team,bd9e57,haas,Romain,Grosjean,Romain Grosjean,,,8.0,,,0 days 00:01:29.688000,0 days 00:01:29.249000,0 days 00:01:29.015000,,,,
7,7,K RAIKKONEN,RAI,raikkonen,Alfa Romeo Racing,9b0000,alfa,Kimi,Räikkönen,Kimi Räikkönen,,,9.0,,,0 days 00:01:29.959000,0 days 00:01:29.471000,0 days 00:01:29.022000,,,,
4,4,L NORRIS,NOR,norris,McLaren,ff8700,mclaren,Lando,Norris,Lando Norris,,,10.0,,,0 days 00:01:29.381000,0 days 00:01:29.258000,0 days 00:01:29.043000,,,,
3,3,D RICCIARDO,RIC,ricciardo,Renault,fff500,renault,Daniel,Ricciardo,Daniel Ricciardo,,,11.0,,,0 days 00:01:29.859000,0 days 00:01:29.488000,,,,,
23,23,A ALBON,ALB,albon,Toro Rosso,469bff,toro_rosso,Alexander,Albon,Alexander Albon,,,12.0,,,0 days 00:01:29.514000,0 days 00:01:29.513000,,,,,
10,10,P GASLY,GAS,gasly,Red Bull Racing,1e41ff,red_bull,Pierre,Gasly,Pierre Gasly,,,13.0,,,0 days 00:01:29.900000,0 days 00:01:29.526000,,,,,
11,11,S PEREZ,PER,perez,Racing Point,f596c8,racing_point,Sergio,Perez,Sergio Perez,,,14.0,,,0 days 00:01:29.893000,0 days 00:01:29.756000,,,,,
26,26,D KVYAT,KVY,kvyat,Toro Rosso,469bff,toro_rosso,Daniil,Kvyat,Daniil Kvyat,,,15.0,,,0 days 00:01:29.876000,0 days 00:01:29.854000,,,,,
99,99,A GIOVINAZZI,GIO,giovinazzi,Alfa Romeo Racing,9b0000,alfa,Antonio,Giovinazzi,Antonio Giovinazzi,,,16.0,,,0 days 00:01:30.026000,,,,,,
27,27,N HULKENBERG,HUL,hulkenberg,Renault,fff500,renault,Nico,Hulkenberg,Nico Hulkenberg,,,17.0,,,0 days 00:01:30.034000,,,,,,
18,18,L STROLL,STR,stroll,Racing Point,f596c8,racing_point,Lance,Stroll,Lance Stroll,,,18.0,,,0 days 00:01:30.217000,,,,,,
63,63,G RUSSELL,RUS,russell,Williams,ffffff,williams,George,Russell,George Russell,,,19.0,,,0 days 00:01:31.759000,,,,,,
88,88,R KUBICA,KUB,kubica,Williams,ffffff,williams,Robert,Kubica,Robert Kubica,,,20.0,,,0 days 00:01:31.799000,,,,,,
