,Time,Status
0,0 days 00:00:04.930000,Inactive
1,0 days 00:15:00.049000,Started
2,0 days 00:20:01.547000,Aborted
3,0 days 00:27:09.716000,Inactive
4,0 days 00:30:00.066000,Started
5,0 days 00:42:16.644000,Aborted
6,0 days 00:49:51.972000,Inactive
7,0 days 00:52:00.062000,Started
8,0 days 01:07:00.063000,Finished
9,0 days 01:13:10.138000,Inactive
10,0 days 01:15:00.086000,Started
11,0 days 01:27:00.065000,Finished
12,0 days 01:31:21.721000,Finalised
13,0 days 01:44:52.850000,Ends
