,Time,Status
0,0 days 00:00:07.078000,Inactive
1,0 days 00:13:44.666000,Started
2,0 days 00:26:15.453000,Aborted
3,0 days 00:30:23.561000,Inactive
4,0 days 00:33:44.666000,Started
5,0 days 00:39:14.668000,Finished
6,0 days 00:44:50.892000,Inactive
7,0 days 00:46:44.679000,Started
8,0 days 01:01:44.661000,Finished
9,0 days 01:07:49.552000,Inactive
10,0 days 01:09:44.662000,Started
11,0 days 01:21:44.683000,Finished
12,0 days 01:24:27.947000,Finalised
13,0 days 01:25:20.419000,Ends
