,Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed
0,0 days 00:00:41.010000,28.5,52.1,1012.5,False,41.3,316,2.7
1,0 days 00:01:41.013000,28.5,52.4,1012.6,False,41.5,184,0.9
2,0 days 00:02:41.025000,28.6,52.2,1012.6,False,41.6,271,1.0
3,0 days 00:03:41.007000,28.5,52.1,1012.6,False,41.6,264,2.6
4,0 days 00:04:41.014000,28.2,53.3,1012.6,False,41.8,280,2.5
5,0 days 00:05:41.014000,28.4,52.5,1012.6,False,41.8,341,0.9
6,0 days 00:06:41.009000,28.5,51.9,1012.4,False,41.8,277,0.7
7,0 days 00:07:41.034000,28.5,52.1,1012.6,False,41.5,330,1.3
8,0 days 00:08:41.049000,28.5,52.1,1012.5,False,41.5,305,1.2
9,0 days 00:09:41.052000,28.4,52.4,1012.6,False,41.7,333,1.6
10,0 days 00:10:41.051000,28.7,52.0,1012.6,False,42.0,285,1.6
11,0 days 00:11:41.059000,28.7,52.0,1012.7,False,41.6,308,0.9
12,0 days 00:12:41.069000,28.7,51.4,1012.7,False,41.7,235,1.5
13,0 days 00:13:41.071000,28.9,51.8,1012.7,False,41.7,248,1.3
14,0 days 00:14:41.085000,28.9,51.9,1012.6,False,41.7,236,1.7
15,0 days 00:15:41.099000,28.9,52.0,1012.6,False,41.4,239,1.1
16,0 days 00:16:41.103000,28.9,52.1,1012.6,False,41.4,289,1.3
17,0 days 00:17:41.102000,29.2,51.1,1012.7,False,41.2,63,0.7
18,0 days 00:18:41.116000,29.4,49.8,1012.6,False,41.0,242,0.0
19,0 days 00:19:41.101000,29.3,50.4,1012.7,False,41.0,273,1.0
20,0 days 00:20:41.104000,29.2,51.0,1012.6,False,41.3,247,1.0
21,0 days 00:21:41.108000,29.4,50.3,1012.6,False,41.3,0,0.3
22,0 days 00:22:41.106000,29.7,49.6,1012.5,False,41.3,273,0.3
23,0 days 00:23:41.111000,29.7,49.3,1012.6,False,41.6,324,0.9
24,0 days 00:24:41.109000,29.8,49.3,1012.6,False,41.6,47,0.4
25,0 days 00:25:41.113000,29.9,49.0,1012.6,False,41.2,63,0.5
26,0 days 00:26:41.111000,30.0,47.7,1012.5,False,41.2,73,0.6
27,0 days 00:27:41.114000,29.9,47.2,1012.5,False,40.9,0,0.9
28,0 days 00:28:41.115000,29.9,46.6,1012.5,False,40.9,311,0.9
29,0 days 00:29:41.117000,30.0,46.2,1012.5,False,41.1,68,0.5
30,0 days 00:30:41.131000,30.1,46.1,1012.6,False,41.1,292,0.0
31,0 days 00:31:41.117000,30.2,45.7,1012.6,False,40.9,265,0.4
32,0 days 00:32:41.119000,30.3,45.9,1012.5,False,41.0,46,0.5
33,0 days 00:33:41.120000,30.4,46.0,1012.5,False,41.1,34,0.5
34,0 days 00:34:41.117000,30.2,46.5,1012.6,False,41.1,61,0.9
35,0 days 00:35:41.130000,30.3,46.2,1012.6,False,40.7,320,0.7
36,0 days 00:36:41.152000,30.4,45.7,1012.6,False,40.7,46,0.0
37,0 days 00:37:41.157000,30.4,45.6,1012.7,False,40.8,0,0.4
38,0 days 00:38:41.170000,30.4,45.3,1012.6,False,40.8,25,0.9
39,0 days 00:39:41.173000,30.5,45.0,1012.7,False,40.5,11,0.7
40,0 days 00:40:41.183000,30.4,45.4,1012.8,False,40.5,317,0.7
41,0 days 00:41:41.174000,30.4,45.9,1012.8,False,40.3,56,0.5
42,0 days 00:42:41.173000,30.5,45.8,1012.8,False,40.3,0,0.5
43,0 days 00:43:41.176000,30.5,46.2,1012.8,False,40.4,0,0.0
44,0 days 00:44:41.176000,30.5,45.6,1012.7,False,40.4,0,0.4
45,0 days 00:45:41.194000,30.3,46.3,1012.8,False,39.9,135,0.8
46,0 days 00:46:41.193000,30.2,46.5,1012.8,False,40.1,136,0.7
