,Time,Status
0,0 days 00:00:10.626000,Inactive
1,0 days 00:14:47.326000,Started
2,0 days 00:32:47.333000,Finished
3,0 days 00:37:53.162000,Inactive
4,0 days 00:39:47.337000,Started
5,0 days 00:54:47.434000,Finished
6,0 days 01:00:52.547000,Inactive
7,0 days 01:02:47.336000,Started
8,0 days 01:14:47.328000,Finished
9,0 days 01:18:53.024000,Finalised
10,0 days 01:22:03.445000,Ends
