,Time,Status
0,0 days 00:00:06.394000,Inactive
1,0 days 01:01:55.477000,Started
2,0 days 02:25:50.220000,Finished
3,0 days 02:36:17.524000,Finalised
4,0 days 02:36:17.524000,Ends
