,Time,Status
0,0 days 00:00:02.380000,Inactive
1,0 days 00:15:00.071000,Started
2,0 days 00:26:35.685000,Aborted
3,0 days 00:28:34.495000,Inactive
4,0 days 00:29:00.039000,Started
5,0 days 00:35:25.038000,Finished
6,0 days 00:41:10.591000,Inactive
7,0 days 00:43:00.040000,Started
8,0 days 00:58:00.046000,Finished
9,0 days 01:04:05.322000,Inactive
10,0 days 01:06:00.035000,Started
11,0 days 01:18:00.037000,Finished
12,0 days 01:21:02.211000,Finalised
13,0 days 01:23:49.896000,Ends
