,Meeting,SessionStatus,ArchiveStatus,Key,Type,Name,StartDate,EndDate,GmtOffset,Path
Key,1284,Inactive,,11276,Qualifying,Qualifying,2026-05-02 16:00:00,2026-05-02 17:00:00,-1 days +20:00:00,2026/2026-05-03_Miami_Grand_Prix/2026-05-02_Qualifying/
Name,Miami Grand Prix,Inactive,,11276,Qualifying,Qualifying,2026-05-02 16:00:00,2026-05-02 17:00:00,-1 days +20:00:00,2026/2026-05-03_Miami_Grand_Prix/2026-05-02_Qualifying/
OfficialName,FORMULA 1 CRYPTO.COM MIAMI GRAND PRIX 2026,Inactive,,11276,Qualifying,Qualifying,2026-05-02 16:00:00,2026-05-02 17:00:00,-1 days +20:00:00,2026/2026-05-03_Miami_Grand_Prix/2026-05-02_Qualifying/
Location,Miami Gardens,Inactive,,11276,Qualifying,Qualifying,2026-05-02 16:00:00,2026-05-02 17:00:00,-1 days +20:00:00,2026/2026-05-03_Miami_Grand_Prix/2026-05-02_Qualifying/
Number,6,Inactive,,11276,Qualifying,Qualifying,2026-05-02 16:00:00,2026-05-02 17:00:00,-1 days +20:00:00,2026/2026-05-03_Miami_Grand_Prix/2026-05-02_Qualifying/
Country,"{'Key': 19, 'Code': 'USA', 'Name': 'United States'}",Inactive,,11276,Qualifying,Qualifying,2026-05-02 16:00:00,2026-05-02 17:00:00,-1 days +20:00:00,2026/2026-05-03_Miami_Grand_Prix/2026-05-02_Qualifying/
Circuit,"{'Key': 151, 'ShortName': 'Miami'}",Inactive,,11276,Qualifying,Qualifying,2026-05-02 16:00:00,2026-05-02 17:00:00,-1 days +20:00:00,2026/2026-05-03_Miami_Grand_Prix/2026-05-02_Qualifying/
Status,,Inactive,Generating,11276,Qualifying,Qualifying,2026-05-02 16:00:00,2026-05-02 17:00:00,-1 days +20:00:00,2026/2026-05-03_Miami_Grand_Prix/2026-05-02_Qualifying/
