,Time,Status
0,0 days 00:00:05.292000,Inactive
1,0 days 00:12:42.285000,Started
2,0 days 00:30:42.269000,Finished
3,0 days 00:40:48.240000,Inactive
4,0 days 00:41:42.276000,Started
5,0 days 00:56:42.294000,Finished
6,0 days 01:02:51.789000,Inactive
7,0 days 01:03:42.284000,Started
8,0 days 01:16:42.278000,Finished
9,0 days 01:20:26.949000,Finalised
10,0 days 01:28:54.686000,Ends
