,Time,Status
0,0 days 00:00:12.704000,Inactive
1,0 days 00:13:36.231000,Started
2,0 days 00:31:36.259000,Finished
3,0 days 00:36:41.452000,Inactive
4,0 days 00:38:36.215000,Started
5,0 days 00:53:36.303000,Finished
6,0 days 00:59:40.572000,Inactive
7,0 days 01:01:36.229000,Started
8,0 days 01:13:36.246000,Finished
9,0 days 01:18:43.422000,Finalised
10,0 days 01:18:43.422000,Ends
