,Time,Status
0,0 days 00:00:04.301000,Inactive
1,0 days 00:14:13.373000,Started
2,0 days 00:32:13.393000,Finished
3,0 days 00:37:18.889000,Inactive
4,0 days 00:39:13.433000,Started
5,0 days 00:54:13.422000,Finished
6,0 days 01:00:17.769000,Inactive
7,0 days 01:02:13.408000,Started
8,0 days 01:14:13.396000,Finished
9,0 days 01:19:03.679000,Finalised
10,0 days 01:19:03.679000,Ends
