,Time,Status
0,0 days 00:00:05.005000,Inactive
1,0 days 00:04:00.048000,Started
2,0 days 00:22:00.022000,Finished
3,0 days 00:27:19.673000,Inactive
4,0 days 00:29:00.044000,Started
5,0 days 00:43:59.999000,Finished
6,0 days 00:50:14.169000,Inactive
7,0 days 00:51:59.998000,Started
8,0 days 00:56:11.742000,Aborted
9,0 days 01:00:47.226000,Inactive
10,0 days 01:02:00.001000,Started
11,0 days 01:09:48.987000,Finished
12,0 days 01:13:28.153000,Finalised
13,0 days 01:14:29.241000,Ends
