,Time,Status
0,0 days 00:00:04.441000,Inactive
1,0 days 00:14:59.268000,Started
2,0 days 00:32:59.319000,Finished
3,0 days 00:38:08.573000,Inactive
4,0 days 00:39:59.294000,Started
5,0 days 00:54:59.251000,Finished
6,0 days 01:01:04.951000,Inactive
7,0 days 01:02:59.256000,Started
8,0 days 01:14:59.265000,Finished
9,0 days 01:18:06.999000,Finalised
10,0 days 01:18:07.143000,Ends
