,Time,Status
0,0 days 00:00:05.334000,Inactive
1,0 days 00:32:48.804000,Started
2,0 days 01:55:39.732000,Finished
3,0 days 01:59:36.734000,Finalised
4,0 days 02:01:27.602000,Ends
