,Time,Status
0,0 days 00:00:03.233000,Inactive
1,0 days 00:04:00.041000,Started
2,0 days 00:22:00.039000,Finished
3,0 days 00:27:17.342000,Inactive
4,0 days 00:29:00.058000,Started
5,0 days 00:44:00.045000,Finished
6,0 days 00:50:15.720000,Inactive
7,0 days 00:52:00.043000,Started
8,0 days 01:04:00.058000,Finished
9,0 days 01:06:39.881000,Finalised
10,0 days 01:07:46.891000,Ends
