,Time,Status
0,0 days 00:00:08.274000,Inactive
1,0 days 00:14:19.758000,Started
2,0 days 00:32:19.680000,Finished
3,0 days 00:37:28.486000,Inactive
4,0 days 00:39:19.716000,Started
5,0 days 00:54:19.677000,Finished
6,0 days 01:00:23.531000,Inactive
7,0 days 01:02:19.698000,Started
8,0 days 01:14:19.728000,Finished
9,0 days 01:18:03.182000,Finalised
10,0 days 01:25:09.199000,Ends
