,Time,Status
0,0 days 00:00:04.407000,Inactive
1,0 days 01:02:02.950000,Started
2,0 days 02:50:55.130000,Finished
3,0 days 02:56:09.422000,Finalised
4,0 days 02:56:09.609000,Ends
