,Time,Status
0,0 days 00:00:04.725000,Inactive
1,0 days 01:02:40.422000,Started
2,0 days 01:03:22.840000,Aborted
3,0 days 01:30:58.774000,Started
4,0 days 02:57:04.188000,Finished
5,0 days 03:01:21.531000,Finalised
6,0 days 03:01:21.531000,Ends
