,Time,Status
0,0 days 00:00:10.032000,Inactive
1,0 days 00:33:36.921000,Started
2,0 days 00:34:51.059000,Aborted
3,0 days 01:55:00.402000,Started
4,0 days 03:33:24.643000,Finished
5,0 days 03:36:32.678000,Finalised
6,0 days 03:39:01.946000,Ends
