,Time,Status
0,0 days 00:00:06.341000,Inactive
1,0 days 00:14:50.898000,Started
2,0 days 00:32:50.906000,Finished
3,0 days 00:38:56.979000,Inactive
4,0 days 00:39:50.893000,Started
5,0 days 00:54:50.899000,Finished
6,0 days 01:00:57.990000,Inactive
7,0 days 01:01:50.899000,Started
8,0 days 01:14:50.897000,Finished
9,0 days 01:18:32.694000,Finalised
10,0 days 01:23:41.717000,Ends
