,Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
0,2020-08-02 12:55:01,Other,RISK OF RAIN FOR F1 RACE IS 40%,,,,,,1
1,2020-08-02 13:07:05,Drs,DRS DISABLED,DISABLED,,,,,1
2,2020-08-02 13:13:23,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,1
3,2020-08-02 13:15:07,Flag,DOUBLE YELLOW IN TRACK SECTOR 1,,DOUBLE YELLOW,Sector,1.0,,2
4,2020-08-02 13:15:08,Flag,YELLOW IN TRACK SECTOR 1,,YELLOW,Sector,1.0,,2
5,2020-08-02 13:15:09,Flag,DOUBLE YELLOW IN TRACK SECTOR 16,,DOUBLE YELLOW,Sector,16.0,,2
6,2020-08-02 13:15:10,Flag,YELLOW IN TRACK SECTOR 16,,YELLOW,Sector,16.0,,2
7,2020-08-02 13:15:11,Flag,CLEAR IN TRACK SECTOR 16,,CLEAR,Sector,16.0,,2
8,2020-08-02 13:15:21,Flag,DOUBLE YELLOW IN TRACK SECTOR 1,,DOUBLE YELLOW,Sector,1.0,,2
9,2020-08-02 13:15:21,SafetyCar,SAFETY CAR DEPLOYED,DEPLOYED,,,,,2
10,2020-08-02 13:21:18,Flag,CLEAR IN TRACK SECTOR 1,,CLEAR,Sector,1.0,,4
11,2020-08-02 13:21:19,Flag,YELLOW IN TRACK SECTOR 16,,YELLOW,Sector,16.0,,4
12,2020-08-02 13:22:54,Flag,CLEAR IN TRACK SECTOR 16,,CLEAR,Sector,16.0,,5
13,2020-08-02 13:23:03,SafetyCar,SAFETY CAR IN THIS LAP,IN THIS LAP,,,,,5
14,2020-08-02 13:24:16,Flag,TRACK CLEAR,,CLEAR,Track,,,5
15,2020-08-02 13:26:28,Other,TURN 18 INCIDENT INVOLVING CARS 23 (ALB) AND 20 (MAG) UNDER INVESTIGATION - CAUSING A COLLISION,,,,,,7
16,2020-08-02 13:27:18,Other,CAR 23 (ALB) TIME 1:35.837 DELETED - TRACK LIMITS AT TURN 9,,,,,,7
17,2020-08-02 13:27:27,Drs,DRS ENABLED,ENABLED,,,,,7
18,2020-08-02 13:31:02,Other,CAR 8 (GRO) TIME 1:33.467 DELETED - TRACK LIMITS AT TURN 9,,,,,,10
19,2020-08-02 13:34:58,Flag,YELLOW IN TRACK SECTOR 11,,YELLOW,Sector,11.0,,12
20,2020-08-02 13:35:06,SafetyCar,SAFETY CAR DEPLOYED,DEPLOYED,,,,,13
21,2020-08-02 13:35:27,Other,MEDICAL CAR DEPLOYED,,,,,,13
22,2020-08-02 13:49:10,SafetyCar,SAFETY CAR IN THIS LAP,IN THIS LAP,,,,,18
23,2020-08-02 13:49:16,Flag,CLEAR IN TRACK SECTOR 11,,CLEAR,Sector,11.0,,18
24,2020-08-02 13:49:55,Flag,TRACK CLEAR,,CLEAR,Track,,,18
25,2020-08-02 13:50:34,Other,5 SECOND TIME PENALTY FOR CAR 23 (ALB) - CAUSING A COLLISION,,,,,,19
26,2020-08-02 13:51:51,Other,CAR 55 (SAI) TIME 1:34.463 DELETED - TRACK LIMITS AT TURN 9,,,,,,20
27,2020-08-02 13:51:53,Other,CAR 4 (NOR) TIME 1:34.515 DELETED - TRACK LIMITS AT TURN 9,,,,,,20
28,2020-08-02 13:51:56,Other,CAR 23 (ALB) TIME 1:36.213 DELETED - TRACK LIMITS AT TURN 9,,,,,,20
29,2020-08-02 13:52:57,Drs,DRS ENABLED,ENABLED,,,,,20
30,2020-08-02 13:58:19,Other,TURN 15 INCIDENT INVOLVING CARS 8 (GRO) AND 55 (SAI) NOTED,,,,,,24
31,2020-08-02 14:00:43,Other,BLACK AND WHITE FLAG FOR CAR 8 (GRO),,,,,,26
32,2020-08-02 14:09:16,Other,INCIDENT INVOLVING CAR 99 (GIO) UNDER INVESTIGATION - SAFETY CAR INFRINGEMENT,,,,,,31
33,2020-08-02 14:15:22,Other,5 SECOND TIME PENALTY FOR CAR 99 (GIO) - SAFETY CAR INFRINGEMENT,,,,,,35
34,2020-08-02 14:19:09,Other,TURN 6 INCIDENT INVOLVING CARS 8 (GRO) AND 3 (RIC) NOTED - MOVING UNDER BRAKING,,,,,,38
35,2020-08-02 14:20:33,Other,CAR 10 (GAS) TIME 1:31.084 DELETED - TRACK LIMITS AT TURN 15,,,,,,39
36,2020-08-02 14:26:16,Other,TURN 15 INCIDENT INVOLVING CARS 10 (GAS) AND 5 (VET) NOTED - LEAVING THE TRACK AND GAINING AN ADVANTAGE,,,,,,43
37,2020-08-02 14:27:03,Other,TURN 15 INCIDENT INVOLVING CARS 10 (GAS) AND 5 (VET) - NO INVESTIGATION NECESSARY,,,,,,43
38,2020-08-02 14:27:54,Other,TURN 6 INCIDENT INVOLVING CARS 8 (GRO) AND 3 (RIC) WILL BE INVESTIGATED AFTER THE RACE - MOVING UNDER BRAKING,,,,,,44
39,2020-08-02 14:28:20,Other,CAR 55 (SAI) TIME 1:30.619 DELETED - TRACK LIMITS AT TURN 9,,,,,,44
40,2020-08-02 14:31:41,Other,BLACK AND WHITE FLAG FOR CAR 18 (STR),,,,,,46
41,2020-08-02 14:34:27,Flag,YELLOW IN TRACK SECTOR 12,,YELLOW,Sector,12.0,,48
42,2020-08-02 14:34:28,Other,DRS DISABLED IN ZONE 2,,,,,,48
43,2020-08-02 14:34:32,Flag,CLEAR IN TRACK SECTOR 12,,CLEAR,Sector,12.0,,48
44,2020-08-02 14:34:32,Other,DRS ENABLED IN ZONE 2,,,,,,48
45,2020-08-02 14:34:58,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 12,,,,,,49
