,Time,Status
0,0 days 00:00:05.630000,Inactive
1,0 days 01:02:21.737000,Started
2,0 days 02:33:26.072000,Finished
3,0 days 02:36:48.668000,Finalised
4,0 days 02:36:50.145000,Ends
