,Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
0,2022-10-08 06:00:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
1,2022-10-08 06:12:51,Other,CAR 23 (ALB) TIME 1:31.588 DELETED - TRACK LIMITS AT TURN 14 LAP 3 15:10:06,,,,,,
2,2022-10-08 06:18:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
3,2022-10-08 06:18:11,Other,FIRST CAR TO TAKE THE FLAG - CAR 18 (STR),,,,,,
4,2022-10-08 06:25:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
5,2022-10-08 06:40:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
6,2022-10-08 06:40:15,Other,FIRST CAR TO TAKE THE FLAG - CAR 11 (PER),,,,,,
7,2022-10-08 06:48:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
8,2022-10-08 06:55:33,Other,FIA STEWARDS: TURN 15 INCIDENT INVOLVING CARS 4 (NOR) AND 1 (VER) WILL BE INVESTIGATED AFTER THE SESSION,,,,,,
9,2022-10-08 07:00:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
10,2022-10-08 07:00:23,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 3,,,,,,
11,2022-10-08 07:00:29,Other,FIRST CAR TO TAKE THE FLAG - CAR 4 (NOR),,,,,,
12,2022-10-08 07:03:56,Flag,CLEAR IN TRACK SECTOR 3,,CLEAR,Sector,3.0,,
13,2022-10-08 07:04:47,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 3,,,,,,
14,2022-10-08 07:04:49,Flag,CLEAR IN TRACK SECTOR 3,,CLEAR,Sector,3.0,,
