,Time,Status
0,0 days 00:00:05.140000,Inactive
1,0 days 01:02:24.519000,Started
2,0 days 02:29:27.382000,Finished
3,0 days 02:35:35.487000,Finalised
4,0 days 02:39:41.203000,Ends
