,DriverNumber,BroadcastName,Abbreviation,DriverId,TeamName,TeamColor,TeamId,FirstName,LastName,FullName,HeadshotUrl,CountryCode,Position,ClassifiedPosition,GridPosition,Q1,Q2,Q3,Time,Status,Points,Laps
44,44,L HAMILTON,HAM,hamilton,Mercedes,00D2BE,mercedes,Lewis,Hamilton,Lewis Hamilton,,,1.0,,,0 days 00:01:17.633000,0 days 00:01:17.166000,0 days 00:01:16.173000,,,,
77,77,V BOTTAS,BOT,bottas,Mercedes,00D2BE,mercedes,Valtteri,Bottas,Valtteri Bottas,,,2.0,,,0 days 00:01:17.674000,0 days 00:01:17.111000,0 days 00:01:16.213000,,,,
5,5,S VETTEL,VET,vettel,Ferrari,DC0000,ferrari,Sebastian,Vettel,Sebastian Vettel,,,3.0,,,0 days 00:01:17.031000,0 days 00:01:16.802000,0 days 00:01:16.305000,,,,
7,7,K RAIKKONEN,RAI,raikkonen,Ferrari,DC0000,ferrari,Kimi,Räikkönen,Kimi Räikkönen,,,4.0,,,0 days 00:01:17.483000,0 days 00:01:17.071000,0 days 00:01:16.612000,,,,
33,33,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,1E41FF,red_bull,Max,Verstappen,Max Verstappen,,,5.0,,,0 days 00:01:17.411000,0 days 00:01:17.266000,0 days 00:01:16.816000,,,,
3,3,D RICCIARDO,RIC,ricciardo,Red Bull Racing,1E41FF,red_bull,Daniel,Ricciardo,Daniel Ricciardo,,,6.0,,,0 days 00:01:17.623000,0 days 00:01:17.638000,0 days 00:01:16.818000,,,,
20,20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,828282,haas,Kevin,Magnussen,Kevin Magnussen,,,7.0,,,0 days 00:01:18.169000,0 days 00:01:17.618000,0 days 00:01:17.676000,,,,
14,14,F ALONSO,ALO,alonso,McLaren,FF8700,mclaren,Fernando,Alonso,Fernando Alonso,,,8.0,,,0 days 00:01:18.276000,0 days 00:01:18.100000,0 days 00:01:17.721000,,,,
55,55,C SAINZ,SAI,sainz,Renault,FFF500,renault,Carlos,Sainz,Carlos Sainz,,,9.0,,,0 days 00:01:18.480000,0 days 00:01:17.803000,0 days 00:01:17.790000,,,,
8,8,R GROSJEAN,GRO,grosjean,Haas F1 Team,828282,haas,Romain,Grosjean,Romain Grosjean,,,10.0,,,0 days 00:01:18.305000,0 days 00:01:17.699000,0 days 00:01:17.835000,,,,
2,2,S VANDOORNE,VAN,vandoorne,McLaren,FF8700,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,,,11.0,,,0 days 00:01:18.885000,0 days 00:01:18.323000,,,,,
10,10,P GASLY,GAS,gasly,Toro Rosso,469BFF,toro_rosso,Pierre,Gasly,Pierre Gasly,,,12.0,,,0 days 00:01:18.550000,0 days 00:01:18.463000,,,,,
31,31,E OCON,OCO,ocon,Force India,F596C8,force_india,Esteban,Ocon,Esteban Ocon,,,13.0,,,0 days 00:01:18.813000,0 days 00:01:18.696000,,,,,
16,16,C LECLERC,LEC,leclerc,Sauber,9B0000,sauber,Charles,Leclerc,Charles Leclerc,,,14.0,,,0 days 00:01:18.661000,0 days 00:01:18.910000,,,,,
11,11,S PEREZ,PER,perez,Force India,F596C8,force_india,Sergio,Perez,Sergio Perez,,,15.0,,,0 days 00:01:18.740000,0 days 00:01:19.098000,,,,,
27,27,N HULKENBERG,HUL,hulkenberg,Renault,FFF500,renault,Nico,Hulkenberg,Nico Hulkenberg,,,16.0,,,0 days 00:01:18.923000,,,,,,
9,9,M ERICSSON,ERI,ericsson,Sauber,9B0000,sauber,Marcus,Ericsson,Marcus Ericsson,,,17.0,,,0 days 00:01:19.493000,,,,,,
35,35,S SIROTKIN,SIR,sirotkin,Williams,FFFFFF,williams,Sergey,Sirotkin,Sergey Sirotkin,,,18.0,,,0 days 00:01:19.695000,,,,,,
18,18,L STROLL,STR,stroll,Williams,FFFFFF,williams,Lance,Stroll,Lance Stroll,,,19.0,,,0 days 00:01:20.225000,,,,,,
28,28,B HARTLEY,HAR,brendon_hartley,Toro Rosso,469BFF,toro_rosso,Brendon,Hartley,Brendon Hartley,,,20.0,,,,,,,,,
