,Meeting,ArchiveStatus,Key,Type,Name,StartDate,EndDate,GmtOffset,Path
Key,983,,5102,Qualifying,Qualifying,2018-05-12 15:00:00,2018-05-12 16:00:00,0 days 02:00:00,2018/2018-05-13_Spanish_Grand_Prix/2018-05-12_Qualifying/
Name,Spanish Grand Prix,,5102,Qualifying,Qualifying,2018-05-12 15:00:00,2018-05-12 16:00:00,0 days 02:00:00,2018/2018-05-13_Spanish_Grand_Prix/2018-05-12_Qualifying/
Location,Barcelona,,5102,Qualifying,Qualifying,2018-05-12 15:00:00,2018-05-12 16:00:00,0 days 02:00:00,2018/2018-05-13_Spanish_Grand_Prix/2018-05-12_Qualifying/
Country,"{'Key': 1, 'Code': 'ESP', 'Name': 'Spain'}",,5102,Qualifying,Qualifying,2018-05-12 15:00:00,2018-05-12 16:00:00,0 days 02:00:00,2018/2018-05-13_Spanish_Grand_Prix/2018-05-12_Qualifying/
Circuit,"{'Key': 15, 'ShortName': 'Catalunya'}",,5102,Qualifying,Qualifying,2018-05-12 15:00:00,2018-05-12 16:00:00,0 days 02:00:00,2018/2018-05-13_Spanish_Grand_Prix/2018-05-12_Qualifying/
Status,,Generating,5102,Qualifying,Qualifying,2018-05-12 15:00:00,2018-05-12 16:00:00,0 days 02:00:00,2018/2018-05-13_Spanish_Grand_Prix/2018-05-12_Qualifying/
