,Time,Status
0,0 days 00:00:05.991000,Inactive
1,0 days 00:33:41.719000,Started
2,0 days 01:57:50.711000,Finished
3,0 days 02:01:17.638000,Finalised
4,0 days 02:01:26.251000,Ends
