,Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
0,2021-11-12 18:45:23,Other,CHANGE IN CLIMATIC CONDITIONS,,,,,,
1,2021-11-12 19:00:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2,2021-11-12 19:10:25,Other,CAR 16 (LEC) TIME 1:09.135 DELETED - TRACK LIMITS AT TURN 4,,,,,,
3,2021-11-12 19:12:19,Other,CAR 99 (GIO) TIME 1:10.067 DELETED - TRACK LIMITS AT TURN 4,,,,,,
4,2021-11-12 19:18:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
5,2021-11-12 19:18:10,Other,CAR 47 (MSC) TIME 1:09.958 DELETED - TRACK LIMITS AT TURN 4,,,,,,
6,2021-11-12 19:18:19,Other,FIRST CAR TO TAKE THE FLAG - CAR 6 (LAT),,,,,,
7,2021-11-12 19:25:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
8,2021-11-12 19:31:13,Other,CAR 44 (HAM) TIME 1:08.659 DELETED - TRACK LIMITS AT TURN 4,,,,,,
9,2021-11-12 19:40:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
10,2021-11-12 19:40:11,Other,FIRST CAR TO TAKE THE FLAG - CAR 16 (LEC),,,,,,
11,2021-11-12 19:48:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
12,2021-11-12 20:00:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
13,2021-11-12 20:00:13,Other,FIRST CAR TO TAKE THE FLAG - CAR 55 (SAI),,,,,,
