,Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
0,2022-05-21 13:45:10,Other,RISK OF RAIN FOR F1 QUALIFYING SESSION IS 0%,,,,,,
1,2022-05-21 13:52:42,Other,BLUE HEAD PADDING MATERIAL MUST BE USED,,,,,,
2,2022-05-21 14:00:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
3,2022-05-21 14:04:04,Other,CAR 22 (TSU) TIME 1:21.836 DELETED - TRACK LIMITS AT TURN 12 LAP 3 16:03:34,,,,,,
4,2022-05-21 14:09:04,Other,PIT LANE INCIDENT INVOLVING CARS 4 (NOR) AND 18 (STR) NOTED - UNSAFE RELEASE,,,,,,
5,2022-05-21 14:10:22,Other,FIA STEWARDS: PIT LANE INCIDENT INVOLVING CARS 4 (NOR) AND 18 (STR) WILL BE INVESTIGATED AFTER THE SESSION - UNSAFE RELEASE,,,,,,
6,2022-05-21 14:12:43,CarEvent,CAR 11 (PER) OFF TRACK AND CONTINUED AT TURN 8,,,,,11,
7,2022-05-21 14:18:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
8,2022-05-21 14:22:41,Other,TURN 14 INCIDENT INVOLVING CARS 4 (NOR) AND 14 (ALO) NOTED - IMPEDING,,,,,,
9,2022-05-21 14:24:51,Other,FIA STEWARDS: TURN 14 INCIDENT INVOLVING CARS 4 (NOR) AND 14 (ALO) REVIEWED NO FURTHER INVESTIGATION - IMPEDING,,,,,,
10,2022-05-21 14:25:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
11,2022-05-21 14:40:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
12,2022-05-21 14:40:53,Other,CAR 4 (NOR) TIME 1:19.977 DELETED - TRACK LIMITS AT TURN 12 LAP 12 16:40:24,,,,,,
13,2022-05-21 14:42:13,Other,CAR 11 (PER) TIME 1:20.171 DELETED - TRACK LIMITS AT TURN 12 LAP 11 16:40:38,,,,,,
14,2022-05-21 14:48:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
15,2022-05-21 14:52:37,CarEvent,CAR 16 (LEC) SPUN AND CONTINUED AT TURN 15,,,,,16,
16,2022-05-21 15:00:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
