,Time,Status
0,0 days 00:00:04.079000,Inactive
1,0 days 00:03:54.051000,Started
2,0 days 00:22:02.982000,Finished
3,0 days 00:27:12.762000,Inactive
4,0 days 00:28:54.295000,Started
5,0 days 00:43:58.699000,Finished
6,0 days 00:50:09.829000,Inactive
7,0 days 00:51:54.312000,Started
8,0 days 01:03:55.574000,Finished
9,0 days 01:08:09.652000,Finalised
10,0 days 01:09:15.324000,Ends
