,Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed
0,0 days 00:00:26.102000,25.9,68.5,982.1,False,31.8,342,2.0
1,0 days 00:01:26.117000,25.8,69.7,982.1,False,31.9,314,2.2
2,0 days 00:02:26.129000,25.8,67.6,982.0,False,31.8,303,1.7
3,0 days 00:03:26.143000,25.7,67.9,982.1,False,31.7,342,1.8
4,0 days 00:04:26.157000,25.6,67.9,982.1,False,31.6,334,2.4
5,0 days 00:05:26.170000,25.5,67.9,982.1,False,31.3,325,2.2
6,0 days 00:06:26.184000,25.5,68.1,982.0,False,31.3,352,1.8
7,0 days 00:07:26.197000,25.4,68.7,982.1,False,31.4,340,1.6
8,0 days 00:08:26.212000,25.3,67.9,982.1,False,31.6,341,2.6
9,0 days 00:09:26.224000,25.3,67.5,982.1,True,31.6,348,1.7
10,0 days 00:10:26.238000,25.3,68.6,982.2,True,31.8,343,1.8
11,0 days 00:11:26.251000,25.4,68.0,982.2,True,32.2,333,1.8
12,0 days 00:12:26.266000,25.4,67.1,982.3,True,32.8,355,1.1
13,0 days 00:13:26.279000,25.4,67.4,982.3,True,32.9,300,1.3
14,0 days 00:14:26.294000,25.5,66.6,982.3,True,32.9,345,1.1
15,0 days 00:15:26.307000,25.4,67.7,982.3,True,33.0,251,1.1
16,0 days 00:16:26.322000,25.5,68.2,982.5,True,33.1,175,0.9
17,0 days 00:17:26.336000,25.5,68.2,982.5,True,33.1,122,1.4
18,0 days 00:18:26.347000,25.1,70.8,982.5,True,33.1,167,2.3
19,0 days 00:19:26.362000,24.7,73.2,982.6,True,32.2,180,2.3
20,0 days 00:20:26.376000,24.5,74.0,982.5,True,32.0,152,1.7
21,0 days 00:21:26.389000,24.1,75.3,982.7,True,32.0,169,1.8
22,0 days 00:22:26.405000,23.9,76.3,982.8,True,32.0,163,2.3
23,0 days 00:23:26.419000,23.6,77.5,982.8,True,31.8,151,1.9
24,0 days 00:24:26.430000,23.6,77.5,982.8,True,31.8,151,1.9
25,0 days 00:25:26.444000,23.6,77.5,982.8,True,31.8,151,1.9
26,0 days 00:26:26.459000,23.6,77.5,982.8,True,31.8,151,1.9
27,0 days 00:27:26.473000,23.6,77.5,982.8,True,31.8,151,1.9
28,0 days 00:28:26.488000,23.6,77.5,982.8,True,31.8,151,1.9
29,0 days 00:29:26.499000,23.6,77.5,982.8,True,31.8,151,1.9
30,0 days 00:30:26.522000,23.6,77.5,982.8,True,31.8,151,1.9
31,0 days 00:31:26.527000,22.8,79.6,982.7,True,31.8,203,1.0
32,0 days 00:32:26.541000,23.1,79.0,982.7,True,31.7,308,1.0
33,0 days 00:33:26.555000,23.0,78.6,982.7,True,31.0,282,1.1
34,0 days 00:34:26.569000,23.0,80.0,982.7,True,30.1,213,0.7
35,0 days 00:35:26.582000,23.0,82.7,982.7,True,29.6,180,1.0
36,0 days 00:36:26.597000,22.9,84.4,982.7,True,28.4,161,1.4
37,0 days 00:37:26.610000,22.7,85.2,982.7,True,27.9,0,0.7
38,0 days 00:38:26.623000,22.7,86.1,982.7,True,27.7,162,0.3
39,0 days 00:39:26.643000,22.4,83.7,982.7,True,27.7,235,1.1
40,0 days 00:40:26.650000,22.2,82.8,982.6,True,27.6,204,0.8
41,0 days 00:41:26.665000,22.2,84.2,982.7,True,27.6,181,0.5
42,0 days 00:42:26.678000,22.2,83.7,982.6,True,27.7,199,0.8
43,0 days 00:43:26.692000,22.2,85.8,982.6,True,27.8,37,0.8
44,0 days 00:44:26.706000,22.2,85.2,982.6,True,28.0,193,0.6
45,0 days 00:45:26.719000,22.2,85.7,982.6,True,28.0,0,0.7
46,0 days 00:46:26.737000,22.1,84.3,982.5,True,28.0,200,0.5
47,0 days 00:47:26.748000,22.2,87.4,982.6,True,28.0,84,0.9
48,0 days 00:48:26.760000,22.4,86.8,982.7,True,28.6,133,0.0
49,0 days 00:49:26.774000,22.4,86.3,982.7,True,28.8,152,1.0
50,0 days 00:50:26.788000,22.5,87.9,982.6,True,29.0,142,1.0
51,0 days 00:51:26.801000,22.4,85.4,982.7,True,29.0,102,1.8
52,0 days 00:52:26.815000,22.5,85.0,982.6,True,29.0,142,1.1
53,0 days 00:53:26.829000,22.5,83.9,982.7,True,29.0,131,1.2
54,0 days 00:54:26.842000,22.5,81.9,982.7,True,29.0,115,1.1
55,0 days 00:55:26.856000,22.5,80.6,982.6,True,29.0,0,0.8
56,0 days 00:56:26.871000,22.5,80.7,982.6,True,28.9,154,0.3
57,0 days 00:57:26.883000,22.7,82.9,982.6,True,28.9,154,0.6
58,0 days 00:58:26.901000,22.8,82.2,982.7,True,29.0,127,0.9
59,0 days 00:59:26.909000,23.0,85.4,982.6,True,28.9,146,0.6
60,0 days 01:00:26.926000,23.0,82.1,982.7,True,29.2,222,0.6
61,0 days 01:01:26.939000,23.0,83.0,982.6,True,29.2,0,0.5
62,0 days 01:02:26.951000,23.0,82.2,982.6,True,29.2,221,0.0
63,0 days 01:03:26.966000,22.9,81.4,982.5,True,29.3,175,0.8
64,0 days 01:04:26.978000,23.0,83.3,982.5,True,29.3,288,0.9
65,0 days 01:05:27.030000,23.1,82.7,982.6,True,29.3,172,0.7
66,0 days 01:06:27.006000,23.2,83.4,982.5,True,29.5,177,1.2
67,0 days 01:07:27.020000,23.2,83.2,982.5,True,29.5,172,1.2
