,DriverNumber,BroadcastName,Abbreviation,DriverId,TeamName,TeamColor,TeamId,FirstName,LastName,FullName,HeadshotUrl,CountryCode,Position,ClassifiedPosition,GridPosition,Q1,Q2,Q3,Time,Status,Points,Laps
77,77,V BOTTAS,BOT,bottas,Mercedes,00d2be,mercedes,Valtteri,Bottas,Valtteri Bottas,,,1.0,,,0 days 00:01:32.658000,0 days 00:01:31.728000,0 days 00:01:31.547000,,,,
44,44,L HAMILTON,HAM,hamilton,Mercedes,00d2be,mercedes,Lewis,Hamilton,Lewis Hamilton,,,2.0,,,0 days 00:01:33.115000,0 days 00:01:31.637000,0 days 00:01:31.570000,,,,
5,5,S VETTEL,VET,vettel,Ferrari,dc0000,ferrari,Sebastian,Vettel,Sebastian Vettel,,,3.0,,,0 days 00:01:33.557000,0 days 00:01:32.232000,0 days 00:01:31.848000,,,,
16,16,C LECLERC,LEC,leclerc,Ferrari,dc0000,ferrari,Charles,Leclerc,Charles Leclerc,,,4.0,,,0 days 00:01:32.712000,0 days 00:01:32.324000,0 days 00:01:31.865000,,,,
33,33,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,1e41ff,red_bull,Max,Verstappen,Max Verstappen,,,5.0,,,0 days 00:01:33.274000,0 days 00:01:32.369000,0 days 00:01:32.089000,,,,
10,10,P GASLY,GAS,gasly,Red Bull Racing,1e41ff,red_bull,Pierre,Gasly,Pierre Gasly,,,6.0,,,0 days 00:01:33.863000,0 days 00:01:32.948000,0 days 00:01:32.930000,,,,
3,3,D RICCIARDO,RIC,ricciardo,Renault,fff500,renault,Daniel,Ricciardo,Daniel Ricciardo,,,7.0,,,0 days 00:01:33.709000,0 days 00:01:33.214000,0 days 00:01:32.958000,,,,
27,27,N HULKENBERG,HUL,hulkenberg,Renault,fff500,renault,Nico,Hulkenberg,Nico Hulkenberg,,,8.0,,,0 days 00:01:33.644000,0 days 00:01:33.968000,0 days 00:01:32.962000,,,,
20,20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,bd9e57,haas,Kevin,Magnussen,Kevin Magnussen,,,9.0,,,0 days 00:01:34.036000,0 days 00:01:33.150000,,,,,
8,8,R GROSJEAN,GRO,grosjean,Haas F1 Team,bd9e57,haas,Romain,Grosjean,Romain Grosjean,,,10.0,,,0 days 00:01:33.752000,0 days 00:01:33.156000,,,,,
26,26,D KVYAT,KVY,kvyat,Toro Rosso,469bff,toro_rosso,Daniil,Kvyat,Daniil Kvyat,,,11.0,,,0 days 00:01:33.783000,0 days 00:01:33.236000,,,,,
11,11,S PEREZ,PER,perez,Racing Point,f596c8,racing_point,Sergio,Perez,Sergio Perez,,,12.0,,,0 days 00:01:34.026000,0 days 00:01:33.299000,,,,,
7,7,K RAIKKONEN,RAI,raikkonen,Alfa Romeo Racing,9b0000,alfa,Kimi,Räikkönen,Kimi Räikkönen,,,13.0,,,0 days 00:01:34.125000,0 days 00:01:33.419000,,,,,
55,55,C SAINZ,SAI,sainz,McLaren,ff8700,mclaren,Carlos,Sainz,Carlos Sainz,,,14.0,,,0 days 00:01:33.686000,0 days 00:01:33.523000,,,,,
4,4,L NORRIS,NOR,norris,McLaren,ff8700,mclaren,Lando,Norris,Lando Norris,,,15.0,,,0 days 00:01:34.148000,0 days 00:01:33.967000,,,,,
18,18,L STROLL,STR,stroll,Racing Point,f596c8,racing_point,Lance,Stroll,Lance Stroll,,,16.0,,,0 days 00:01:34.292000,,,,,,
63,63,G RUSSELL,RUS,russell,Williams,ffffff,williams,George,Russell,George Russell,,,17.0,,,0 days 00:01:35.253000,,,,,,
88,88,R KUBICA,KUB,kubica,Williams,ffffff,williams,Robert,Kubica,Robert Kubica,,,18.0,,,0 days 00:01:35.281000,,,,,,
23,23,A ALBON,ALB,nan,Toro Rosso,469bff,nan,Alexander,Albon,Alexander Albon,,,,,,,,,,,,
99,99,A GIOVINAZZI,GIO,nan,Alfa Romeo Racing,9b0000,nan,Antonio,Giovinazzi,Antonio Giovinazzi,,,,,,,,,,,,
