,Meeting,ArchiveStatus,Key,Type,Name,StartDate,EndDate,GmtOffset,Path
Key,1009,,5470,Qualifying,Qualifying,2019-07-13 14:00:00,2019-07-13 15:00:00,0 days 01:00:00,2019/2019-07-14_British_Grand_Prix/2019-07-13_Qualifying/
Name,British Grand Prix,,5470,Qualifying,Qualifying,2019-07-13 14:00:00,2019-07-13 15:00:00,0 days 01:00:00,2019/2019-07-14_British_Grand_Prix/2019-07-13_Qualifying/
Location,Silverstone,,5470,Qualifying,Qualifying,2019-07-13 14:00:00,2019-07-13 15:00:00,0 days 01:00:00,2019/2019-07-14_British_Grand_Prix/2019-07-13_Qualifying/
Country,"{'Key': 2, 'Code': 'GBR', 'Name': 'Great Britain'}",,5470,Qualifying,Qualifying,2019-07-13 14:00:00,2019-07-13 15:00:00,0 days 01:00:00,2019/2019-07-14_British_Grand_Prix/2019-07-13_Qualifying/
Circuit,"{'Key': 2, 'ShortName': 'Silverstone'}",,5470,Qualifying,Qualifying,2019-07-13 14:00:00,2019-07-13 15:00:00,0 days 01:00:00,2019/2019-07-14_British_Grand_Prix/2019-07-13_Qualifying/
Status,,Generating,5470,Qualifying,Qualifying,2019-07-13 14:00:00,2019-07-13 15:00:00,0 days 01:00:00,2019/2019-07-14_British_Grand_Prix/2019-07-13_Qualifying/
