,Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
0,2025-11-29 17:59:32,Other,PIT LANE INCIDENT INVOLVING CAR 23 (ALB) NOTED,,,,,,
1,2025-11-29 18:00:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2,2025-11-29 18:03:30,Other,CAR 23 (ALB) TIME 1:22.385 DELETED - TRACK LIMITS AT TURN 15 LAP 3 21:02:58,,,,,,
3,2025-11-29 18:04:15,Other,CAR 12 (ANT) LAP DELETED - TRACK LIMITS AT TURN 10 LAP 2 21:02:00,,,,,,
4,2025-11-29 18:05:54,Other,CAR 43 (COL) TIME 1:22.080 DELETED - TRACK LIMITS AT TURN 15 LAP 3 21:04:53,,,,,,
5,2025-11-29 18:06:41,Other,FIA STEWARDS: PIT LANE INCIDENT INVOLVING CAR 23 (ALB) WILL BE INVESTIGATED AFTER THE SESSION - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS,,,,,,
6,2025-11-29 18:07:15,Other,CAR 31 (OCO) TIME 1:21.798 DELETED - TRACK LIMITS AT TURN 15 LAP 5 21:06:45,,,,,,
7,2025-11-29 18:12:49,Other,CAR 4 (NOR) TIME 4:02.493 DELETED - TRACK LIMITS AT TURN 10 LAP 5 21:10:26,,,,,,
8,2025-11-29 18:17:23,Other,CAR 6 (HAD) TIME 1:20.779 DELETED - TRACK LIMITS AT TURN 10 LAP 9 21:16:45,,,,,,
9,2025-11-29 18:18:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
10,2025-11-29 18:18:08,Other,FIRST CAR TO TAKE THE FLAG - CAR 18 (STR),,,,,,
11,2025-11-29 18:18:29,Other,CAR 12 (ANT) TIME 1:20.455 DELETED - TRACK LIMITS AT TURN 10 LAP 10 21:17:50,,,,,,
12,2025-11-29 18:19:16,Other,CAR 10 (GAS) TIME 1:20.513 DELETED - TRACK LIMITS AT TURN 8 LAP 9 21:17:39,,,,,,
13,2025-11-29 18:20:49,Flag,DOUBLE YELLOW IN TRACK SECTOR 17,,DOUBLE YELLOW,Sector,17.0,,
14,2025-11-29 18:21:54,Other,START OF Q2 WILL BE DELAYED,,,,,,
15,2025-11-29 18:22:14,Other,"FIA STEWARDS: Q1 INCIDENT INVOLVING CARS 27 (HUL), 23 (ALB), 5 (BOR), 31 (OCO), 18 (STR) AND 22 (TSU) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME",,,,,,
