,Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
0,2019-11-02 20:45:04,Other,RISK OF RAIN FOR F1 QUALIFYING SESSION IS 0%,,,,,,
1,2019-11-02 21:00:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2,2019-11-02 21:18:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
3,2019-11-02 21:18:05,Other,FIRST CAR TO TAKE THE FLAG - 27,,,,,,
4,2019-11-02 21:25:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
5,2019-11-02 21:40:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
6,2019-11-02 21:40:05,Other,FIRST CAR TO TAKE THE FLAG - 20,,,,,,
7,2019-11-02 21:41:11,Other,CAR 26 (KVY) TIME 1:33.785 DELETED - TRACK LIMITS AT TURN 19,,,,,,
8,2019-11-02 21:43:51,Other,"TURN 19 INCIDENT INVOLVING CARS 26 (KVY), 33 (VER) AND 44 (HAM) NOTED",,,,,,
9,2019-11-02 21:45:39,Other,"TURN 19 INCIDENT INVOLVING CARS 26 (KVY), 33 (VER) AND 44 (HAM) - NO INVESTIGATION NECESSARY",,,,,,
10,2019-11-02 21:48:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
11,2019-11-02 22:00:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
12,2019-11-02 22:00:13,Other,FIRST CAR TO TAKE THE FLAG - 4,,,,,,
13,2019-11-02 22:00:51,Other,CAR 23 (ALB) TIME 1:32.782 DELETED - TRACK LIMITS AT TURN 19,,,,,,
