,Time,Status
0,0 days 00:00:08.030000,Inactive
1,0 days 00:14:46,Started
2,0 days 00:32:46.003000,Finished
3,0 days 00:37:59.444000,Inactive
4,0 days 00:39:46.004000,Started
5,0 days 00:54:46.061000,Finished
6,0 days 01:00:52.480000,Inactive
7,0 days 01:02:46.007000,Started
8,0 days 01:14:46.013000,Finished
9,0 days 01:18:44.181000,Finalised
10,0 days 01:18:44.181000,Ends
