,Time,Status
0,0 days 00:00:01.983000,Inactive
1,0 days 01:02:35.625000,Started
2,0 days 01:07:12.481000,Aborted
3,0 days 03:14:00.147000,Started
4,0 days 04:04:19.984000,Finished
5,0 days 04:15:06.423000,Finalised
6,0 days 04:15:06.423000,Ends
