,Time,Status
0,0 days 00:00:05.794000,Inactive
1,0 days 01:02:50.632000,Started
2,0 days 02:24:05.716000,Finished
3,0 days 02:28:03.227000,Finalised
4,0 days 02:44:07.819000,Ends
