,Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
0,2025-11-22 03:51:16,Flag,YELLOW IN TRACK SECTOR 14,,YELLOW,Sector,14.0,,
1,2025-11-22 03:51:19,Flag,CLEAR IN TRACK SECTOR 14,,CLEAR,Sector,14.0,,
2,2025-11-22 03:51:22,Flag,YELLOW IN TRACK SECTOR 12,,YELLOW,Sector,12.0,,
3,2025-11-22 03:51:25,Flag,CLEAR IN TRACK SECTOR 12,,CLEAR,Sector,12.0,,
4,2025-11-22 03:56:19,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 8,,,,,,
5,2025-11-22 03:56:26,Flag,CLEAR IN TRACK SECTOR 8,,CLEAR,Sector,8.0,,
6,2025-11-22 03:57:40,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 12,,,,,,
7,2025-11-22 03:57:45,Flag,CLEAR IN TRACK SECTOR 12,,CLEAR,Sector,12.0,,
8,2025-11-22 03:57:46,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 11,,,,,,
9,2025-11-22 03:57:50,Flag,CLEAR IN TRACK SECTOR 11,,CLEAR,Sector,11.0,,
10,2025-11-22 03:57:53,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 12,,,,,,
11,2025-11-22 03:57:57,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 11,,,,,,
12,2025-11-22 03:58:01,Flag,CLEAR IN TRACK SECTOR 11,,CLEAR,Sector,11.0,,
13,2025-11-22 03:58:05,Flag,CLEAR IN TRACK SECTOR 12,,CLEAR,Sector,12.0,,
14,2025-11-22 03:58:08,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 11,,,,,,
15,2025-11-22 03:58:12,Flag,CLEAR IN TRACK SECTOR 11,,CLEAR,Sector,11.0,,
16,2025-11-22 03:58:20,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 12,,,,,,
17,2025-11-22 03:58:24,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 11,,,,,,
18,2025-11-22 03:58:26,Flag,CLEAR IN TRACK SECTOR 12,,CLEAR,Sector,12.0,,
19,2025-11-22 03:58:27,Flag,CLEAR IN TRACK SECTOR 11,,CLEAR,Sector,11.0,,
20,2025-11-22 03:58:29,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 11,,,,,,
21,2025-11-22 03:58:29,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 12,,,,,,
22,2025-11-22 03:58:30,Flag,CLEAR IN TRACK SECTOR 12,,CLEAR,Sector,12.0,,
23,2025-11-22 03:58:33,Flag,CLEAR IN TRACK SECTOR 11,,CLEAR,Sector,11.0,,
24,2025-11-22 03:59:00,Drs,DRS DISABLED,DISABLED,,,,,
25,2025-11-22 04:00:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
26,2025-11-22 04:01:13,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 11,,,,,,
27,2025-11-22 04:01:16,Flag,CLEAR IN TRACK SECTOR 11,,CLEAR,Sector,11.0,,
28,2025-11-22 04:01:21,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 11,,,,,,
29,2025-11-22 04:01:25,Flag,CLEAR IN TRACK SECTOR 11,,CLEAR,Sector,11.0,,
30,2025-11-22 04:02:57,Flag,YELLOW IN TRACK SECTOR 18,,YELLOW,Sector,18.0,,
31,2025-11-22 04:03:06,Flag,CLEAR IN TRACK SECTOR 18,,CLEAR,Sector,18.0,,
32,2025-11-22 04:03:30,Flag,YELLOW IN TRACK SECTOR 18,,YELLOW,Sector,18.0,,
33,2025-11-22 04:03:36,Flag,CLEAR IN TRACK SECTOR 18,,CLEAR,Sector,18.0,,
34,2025-11-22 04:03:55,Other,CAR 6 (HAD) LAP DELETED - TRACK LIMITS AT TURN 14 LAP 2 20:02:53 (PIT),,,,,,
35,2025-11-22 04:03:57,Other,CAR 63 (RUS) LAP DELETED - TRACK LIMITS AT TURN 8 LAP 2 20:02:10 (PIT),,,,,,
36,2025-11-22 04:04:07,Other,CAR 1 (VER) LAP DELETED - TRACK LIMITS AT TURN 14 LAP 2 20:03:28 (PIT),,,,,,
37,2025-11-22 04:05:06,Other,CAR 4 (NOR) LAP DELETED - TRACK LIMITS AT TURN 14 LAP 2 20:03:02 (PIT),,,,,,
38,2025-11-22 04:05:12,Other,CAR 18 (STR) TIME 2:04.794 DELETED - TRACK LIMITS AT TURN 14 LAP 3 20:04:03,,,,,,
39,2025-11-22 04:05:23,Other,CAR 23 (ALB) LAP DELETED - TRACK LIMITS AT TURN 8 LAP 3 20:03:53 (PIT),,,,,,
40,2025-11-22 04:05:36,Flag,YELLOW IN TRACK SECTOR 13,,YELLOW,Sector,13.0,,
41,2025-11-22 04:05:36,Flag,YELLOW IN TRACK SECTOR 14,,YELLOW,Sector,14.0,,
42,2025-11-22 04:05:41,Other,CAR 16 (LEC) LAP DELETED - TRACK LIMITS AT TURN 1 LAP 3 20:03:18 (PIT),,,,,,
43,2025-11-22 04:05:43,Flag,CLEAR IN TRACK SECTOR 13,,CLEAR,Sector,13.0,,
44,2025-11-22 04:05:43,Flag,CLEAR IN TRACK SECTOR 14,,CLEAR,Sector,14.0,,
45,2025-11-22 04:06:18,Other,CAR 87 (BEA) TIME 2:35.533 DELETED - TRACK LIMITS AT TURN 14 LAP 3 20:05:00,,,,,,
46,2025-11-22 04:06:44,Other,CAR 63 (RUS) TIME 2:50.735 DELETED - TRACK LIMITS AT TURN 12 LAP 3 20:05:35,,,,,,
47,2025-11-22 04:07:59,Other,CAR 44 (HAM) TIME 2:34.950 DELETED - TRACK LIMITS AT TURN 8 LAP 4 20:06:32,,,,,,
48,2025-11-22 04:09:18,Flag,YELLOW IN TRACK SECTOR 6,,YELLOW,Sector,6.0,,
49,2025-11-22 04:09:19,Flag,CLEAR IN TRACK SECTOR 6,,CLEAR,Sector,6.0,,
50,2025-11-22 04:09:25,Other,CAR 1 (VER) TIME 2:10.638 DELETED - TRACK LIMITS AT TURN 1 LAP 4 20:07:04,,,,,,
51,2025-11-22 04:09:33,Flag,YELLOW IN TRACK SECTOR 18,,YELLOW,Sector,18.0,,
52,2025-11-22 04:09:44,Flag,CLEAR IN TRACK SECTOR 18,,CLEAR,Sector,18.0,,
53,2025-11-22 04:09:45,Flag,YELLOW IN TRACK SECTOR 13,,YELLOW,Sector,13.0,,
54,2025-11-22 04:09:45,Flag,YELLOW IN TRACK SECTOR 14,,YELLOW,Sector,14.0,,
55,2025-11-22 04:09:47,Other,CAR 31 (OCO) TIME 2:02.715 DELETED - TRACK LIMITS AT TURN 14 LAP 5 20:09:20,,,,,,
56,2025-11-22 04:09:49,Flag,CLEAR IN TRACK SECTOR 13,,CLEAR,Sector,13.0,,
57,2025-11-22 04:09:49,Flag,CLEAR IN TRACK SECTOR 14,,CLEAR,Sector,14.0,,
58,2025-11-22 04:09:50,Flag,YELLOW IN TRACK SECTOR 8,,YELLOW,Sector,8.0,,
59,2025-11-22 04:09:50,Flag,YELLOW IN TRACK SECTOR 9,,YELLOW,Sector,9.0,,
60,2025-11-22 04:09:58,Flag,CLEAR IN TRACK SECTOR 8,,CLEAR,Sector,8.0,,
61,2025-11-22 04:09:58,Flag,CLEAR IN TRACK SECTOR 9,,CLEAR,Sector,9.0,,
62,2025-11-22 04:10:05,Flag,DOUBLE YELLOW IN TRACK SECTOR 13,,DOUBLE YELLOW,Sector,13.0,,
63,2025-11-22 04:10:05,Flag,DOUBLE YELLOW IN TRACK SECTOR 14,,DOUBLE YELLOW,Sector,14.0,,
64,2025-11-22 04:10:07,Flag,CLEAR IN TRACK SECTOR 13,,CLEAR,Sector,13.0,,
65,2025-11-22 04:10:07,Flag,CLEAR IN TRACK SECTOR 14,,CLEAR,Sector,14.0,,
66,2025-11-22 04:10:09,Other,CAR 5 (BOR) TIME 2:14.812 DELETED - TRACK LIMITS AT TURN 14 LAP 5 20:09:29,,,,,,
67,2025-11-22 04:10:31,Flag,YELLOW IN TRACK SECTOR 18,,YELLOW,Sector,18.0,,
68,2025-11-22 04:10:36,Flag,CLEAR IN TRACK SECTOR 18,,CLEAR,Sector,18.0,,
69,2025-11-22 04:10:37,Flag,YELLOW IN TRACK SECTOR 6,,YELLOW,Sector,6.0,,
70,2025-11-22 04:10:40,Flag,CLEAR IN TRACK SECTOR 6,,CLEAR,Sector,6.0,,
71,2025-11-22 04:10:54,Other,CAR 16 (LEC) TIME 2:03.210 DELETED - TRACK LIMITS AT TURN 14 LAP 5 20:09:51,,,,,,
72,2025-11-22 04:10:55,Other,CAR 22 (TSU) TIME 2:17.008 DELETED - TRACK LIMITS AT TURN 12 LAP 5 20:09:41,,,,,,
73,2025-11-22 04:11:05,Other,CAR 55 (SAI) TIME 2:16.785 DELETED - TRACK LIMITS AT TURN 5 LAP 5 20:09:17,,,,,,
74,2025-11-22 04:11:52,Other,TURN 5 INCIDENT INVOLVING CAR 55 (SAI) NOTED - REJOINING UNSAFELY,,,,,,
75,2025-11-22 04:11:54,Other,CAR 18 (STR) TIME 2:04.347 DELETED - TRACK LIMITS AT TURN 14 LAP 6 20:10:29,,,,,,
76,2025-11-22 04:11:58,Other,CAR 1 (VER) TIME 2:12.507 DELETED - TRACK LIMITS AT TURN 8 LAP 5 20:09:54,,,,,,
77,2025-11-22 04:12:01,Other,CAR 27 (HUL) TIME 2:01.560 DELETED - TRACK LIMITS AT TURN 1 LAP 6 20:10:00,,,,,,
78,2025-11-22 04:12:10,Flag,YELLOW IN TRACK SECTOR 18,,YELLOW,Sector,18.0,,
79,2025-11-22 04:12:10,Flag,YELLOW IN TRACK SECTOR 19,,YELLOW,Sector,19.0,,
80,2025-11-22 04:12:17,Flag,DOUBLE YELLOW IN TRACK SECTOR 18,,DOUBLE YELLOW,Sector,18.0,,
81,2025-11-22 04:12:17,Flag,DOUBLE YELLOW IN TRACK SECTOR 19,,DOUBLE YELLOW,Sector,19.0,,
82,2025-11-22 04:12:24,Flag,CLEAR IN TRACK SECTOR 18,,CLEAR,Sector,18.0,,
83,2025-11-22 04:12:24,Flag,CLEAR IN TRACK SECTOR 19,,CLEAR,Sector,19.0,,
84,2025-11-22 04:12:38,Other,CAR 12 (ANT) TIME 1:58.613 DELETED - TRACK LIMITS AT TURN 8 LAP 6 20:11:19,,,,,,
85,2025-11-22 04:13:13,Flag,YELLOW IN TRACK SECTOR 18,,YELLOW,Sector,18.0,,
86,2025-11-22 04:13:21,Other,CAR 12 (ANT) TIME 1:58.613 DELETED - DOUBLE YELLOW AT TURN 15,,,,,,
87,2025-11-22 04:13:22,Flag,CLEAR IN TRACK SECTOR 18,,CLEAR,Sector,18.0,,
