,Time,Status
0,0 days 00:00:07.328000,Inactive
1,0 days 00:33:02.841000,Started
2,0 days 02:07:34.461000,Finished
3,0 days 02:13:32.962000,Finalised
4,0 days 02:13:33.744000,Ends
