,Time,Status
0,0 days 00:00:06.036000,Inactive
1,0 days 01:02:40.170000,Started
2,0 days 02:44:52.078000,Finished
3,0 days 02:50:02.713000,Finalised
4,0 days 03:07:43.637000,Ends
