,Time,Status
0,0 days 00:00:05.235000,Inactive
1,0 days 00:13:38.282000,Started
2,0 days 00:31:38.291000,Finished
3,0 days 00:37:35.578000,Inactive
4,0 days 00:38:38.282000,Started
5,0 days 00:45:12.731000,Aborted
6,0 days 00:51:04.140000,Inactive
7,0 days 00:52:38.297000,Started
8,0 days 01:01:04.296000,Finished
9,0 days 01:07:43.911000,Inactive
10,0 days 01:09:38.283000,Started
11,0 days 01:21:38.290000,Finished
12,0 days 01:24:46.657000,Finalised
13,0 days 01:25:07.688000,Ends
