,Time,Status
0,0 days 00:00:05.930000,Inactive
1,0 days 01:02:27.563000,Started
2,0 days 02:26:47.055000,Finished
3,0 days 02:32:34.140000,Finalised
4,0 days 02:35:03.127000,Ends
