,Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
0,2023-06-18 17:10:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,1
1,2023-06-18 17:20:00,Other,PIT EXIT CLOSED,,,,,,1
2,2023-06-18 17:21:20,Flag,YELLOW IN TRACK SECTOR 5,,YELLOW,Sector,5.0,,1
3,2023-06-18 17:22:55,Flag,CLEAR IN TRACK SECTOR 5,,CLEAR,Sector,5.0,,1
4,2023-06-18 17:25:40,Flag,YELLOW IN TRACK SECTOR 4,,YELLOW,Sector,4.0,,1
5,2023-06-18 17:25:49,Flag,CLEAR IN TRACK SECTOR 4,,CLEAR,Sector,4.0,,1
6,2023-06-18 17:45:14,Other,RISK OF RAIN FOR F1 RACE IS 10 %,,,,,,1
7,2023-06-18 17:57:03,Drs,DRS DISABLED,DISABLED,,,,,1
8,2023-06-18 18:03:05,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,1
9,2023-06-18 18:05:47,Drs,DRS ENABLED,ENABLED,,,,,3
10,2023-06-18 18:06:03,Other,CAR 20 (MAG) LAP DELETED - TRACK LIMITS AT TURN 13 LAP 1 14:04:30,,,,,,3
11,2023-06-18 18:10:20,Other,CAR 21 (DEV) TIME 1:19.152 DELETED - TRACK LIMITS AT TURN 13 LAP 4 14:08:31,,,,,,6
12,2023-06-18 18:11:47,Flag,YELLOW IN TRACK SECTOR 6,,YELLOW,Sector,6.0,,7
13,2023-06-18 18:12:28,SafetyCar,VIRTUAL SAFETY CAR DEPLOYED,DEPLOYED,,,,,8
14,2023-06-18 18:13:02,SafetyCar,VIRTUAL SAFETY CAR ENDING,ENDING,,,,,8
15,2023-06-18 18:13:14,Flag,TRACK CLEAR,,CLEAR,Track,,,8
16,2023-06-18 18:13:14,Flag,CLEAR IN TRACK SECTOR 6,,CLEAR,Sector,6.0,,8
17,2023-06-18 18:13:18,Drs,DRS ENABLED,ENABLED,,,,,8
18,2023-06-18 18:18:38,Flag,YELLOW IN TRACK SECTOR 9,,YELLOW,Sector,9.0,,12
19,2023-06-18 18:18:39,Other,DRS DISABLED IN ZONE 1,,,,,,12
20,2023-06-18 18:18:43,Other,DRS ENABLED IN ZONE 1,,,,,,12
21,2023-06-18 18:18:43,Flag,CLEAR IN TRACK SECTOR 9,,CLEAR,Sector,9.0,,12
22,2023-06-18 18:18:44,SafetyCar,SAFETY CAR DEPLOYED,DEPLOYED,,,,,12
23,2023-06-18 18:21:14,Other,PIT LANE INCIDENT INVOLVING CARS 44 (HAM) AND 14 (ALO) NOTED - UNSAFE RELEASE,,,,,,13
24,2023-06-18 18:22:21,Flag,DOUBLE YELLOW IN TRACK SECTOR 9,,DOUBLE YELLOW,Sector,9.0,,14
25,2023-06-18 18:25:48,Other,"PIT EXIT INCIDENT INVOLVING CARS 31 (OCO), 77 (BOT) AND 20 (MAG) NOTED - OVERTAKING UNDER SAFETY CAR",,,,,,16
26,2023-06-18 18:26:11,SafetyCar,SAFETY CAR IN THIS LAP,IN THIS LAP,,,,,16
27,2023-06-18 18:26:21,Flag,CLEAR IN TRACK SECTOR 9,,CLEAR,Sector,9.0,,16
28,2023-06-18 18:27:16,Flag,TRACK CLEAR,,CLEAR,Track,,,16
29,2023-06-18 18:28:56,Other,PIT LANE INCIDENT INVOLVING CAR 4 (NOR) NOTED - UNSAFE RELEASE,,,,,,17
30,2023-06-18 18:29:08,Other,FIA STEWARDS: PIT LANE INCIDENT INVOLVING CARS 44 (HAM) AND 14 (ALO) UNDER INVESTIGATION - UNSAFE RELEASE,,,,,,17
31,2023-06-18 18:29:25,Other,FIA STEWARDS: PIT LANE INCIDENT INVOLVING CAR 4 (NOR) UNDER INVESTIGATION - UNSAFE RELEASE,,,,,,18
32,2023-06-18 18:30:32,Drs,DRS ENABLED,ENABLED,,,,,19
33,2023-06-18 18:32:32,Other,CAR 81 (PIA) TIME 1:18.501 DELETED - TRACK LIMITS AT TURN 13 LAP 19 14:31:54,,,,,,20
34,2023-06-18 18:33:55,Other,"FIA STEWARDS: PIT EXIT INCIDENT INVOLVING CARS 31 (OCO), 77 (BOT) AND 20 (MAG) REVIEWED NO FURTHER INVESTIGATION - POSITIONS GIVEN BACK ",,,,,,21
35,2023-06-18 18:36:58,Other,FIA STEWARDS: PIT LANE INCIDENT INVOLVING CARS 44 (HAM) AND 14 (ALO) NO FURTHER ACTION - UNSAFE RELEASE,,,,,,24
36,2023-06-18 18:37:03,Other,FIA STEWARDS: PIT LANE INCIDENT INVOLVING CAR 4 (NOR) NO FURTHER ACTION - UNSAFE RELEASE,,,,,,24
37,2023-06-18 18:37:31,Other,CAR 23 (ALB) TIME 1:18.868 DELETED - TRACK LIMITS AT TURN 13 LAP 22 14:35:49,,,,,,24
38,2023-06-18 18:38:26,Other,TURN 10 INCIDENT INVOLVING CAR 4 (NOR) NOTED - DRIVING UNNECESSARILY SLOWLY,,,,,,25
39,2023-06-18 18:43:39,Flag,YELLOW IN TRACK SECTOR 5,,YELLOW,Sector,5.0,,29
40,2023-06-18 18:43:43,Flag,CLEAR IN TRACK SECTOR 5,,CLEAR,Sector,5.0,,29
41,2023-06-18 18:49:15,Other,FIA STEWARDS: TURN 10 INCIDENT INVOLVING CAR 4 (NOR) UNDER INVESTIGATION - DRIVING UNNECESSARILY SLOWLY,,,,,,33
42,2023-06-18 18:51:56,Flag,YELLOW IN TRACK SECTOR 3,,YELLOW,Sector,3.0,,35
43,2023-06-18 18:52:17,Flag,YELLOW IN TRACK SECTOR 2,,YELLOW,Sector,2.0,,36
44,2023-06-18 18:52:31,Flag,DOUBLE YELLOW IN TRACK SECTOR 3,,DOUBLE YELLOW,Sector,3.0,,36
45,2023-06-18 18:52:50,Flag,CLEAR IN TRACK SECTOR 3,,CLEAR,Sector,3.0,,36
46,2023-06-18 18:52:55,Flag,CLEAR IN TRACK SECTOR 2,,CLEAR,Sector,2.0,,36
47,2023-06-18 18:52:57,Flag,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 14:52:57,,BLUE,Driver,,20,36
48,2023-06-18 18:53:50,Other,TURN 2 INCIDENT INVOLVING CARS 21 (DEV) AND 20 (MAG) NOTED - CAUSING A COLLISION,,,,,,37
