,Time,Status
0,0 days 00:00:09.718000,Inactive
1,0 days 00:14:59.304000,Started
2,0 days 00:32:59.300000,Finished
3,0 days 00:37:59.591000,Inactive
4,0 days 00:39:59.289000,Started
5,0 days 00:54:59.271000,Finished
6,0 days 01:01:13.233000,Inactive
7,0 days 01:02:59.295000,Started
8,0 days 01:14:59.297000,Finished
9,0 days 01:18:23.559000,Finalised
10,0 days 01:18:25.114000,Ends
