,Time,Status
0,0 days 00:00:09.365000,Inactive
1,0 days 00:57:41.627000,Started
2,0 days 02:18:50.324000,Finished
3,0 days 02:20:59.800000,Finalised
4,0 days 02:22:51.060000,Ends
