,Time,Status
0,0 days 00:00:07.078000,Inactive
1,0 days 00:56:24.050000,Started
2,0 days 02:29:39.905000,Finished
3,0 days 02:32:18.164000,Finalised
4,0 days 02:33:29.238000,Ends
