,Meeting,ArchiveStatus,Key,Type,Name,StartDate,EndDate,GmtOffset,Path
Key,1011,,5486,Qualifying,Qualifying,2019-08-03 15:00:00,2019-08-03 16:00:00,0 days 02:00:00,2019/2019-08-04_Hungarian_Grand_Prix/2019-08-03_Qualifying/
Name,Hungarian Grand Prix,,5486,Qualifying,Qualifying,2019-08-03 15:00:00,2019-08-03 16:00:00,0 days 02:00:00,2019/2019-08-04_Hungarian_Grand_Prix/2019-08-03_Qualifying/
Location,Budapest,,5486,Qualifying,Qualifying,2019-08-03 15:00:00,2019-08-03 16:00:00,0 days 02:00:00,2019/2019-08-04_Hungarian_Grand_Prix/2019-08-03_Qualifying/
Country,"{'Key': 14, 'Code': 'HUN', 'Name': 'Hungary'}",,5486,Qualifying,Qualifying,2019-08-03 15:00:00,2019-08-03 16:00:00,0 days 02:00:00,2019/2019-08-04_Hungarian_Grand_Prix/2019-08-03_Qualifying/
Circuit,"{'Key': 4, 'ShortName': 'Hungaroring'}",,5486,Qualifying,Qualifying,2019-08-03 15:00:00,2019-08-03 16:00:00,0 days 02:00:00,2019/2019-08-04_Hungarian_Grand_Prix/2019-08-03_Qualifying/
Status,,Generating,5486,Qualifying,Qualifying,2019-08-03 15:00:00,2019-08-03 16:00:00,0 days 02:00:00,2019/2019-08-04_Hungarian_Grand_Prix/2019-08-03_Qualifying/
