,Time,Status
0,0 days 00:00:07.099000,Inactive
1,0 days 01:03:03.844000,Started
2,0 days 02:34:02.482000,Finished
3,0 days 02:38:01.806000,Finalised
4,0 days 02:38:01.806000,Ends
