,Time,Status
0,0 days 00:00:03.236000,Inactive
1,0 days 00:14:58.283000,Started
2,0 days 00:32:58.329000,Finished
3,0 days 00:38:22.245000,Inactive
4,0 days 00:39:58.295000,Started
5,0 days 00:54:58.292000,Finished
6,0 days 01:01:06.445000,Inactive
7,0 days 01:02:58.285000,Started
8,0 days 01:14:58.298000,Finished
9,0 days 01:18:45.303000,Finalised
10,0 days 01:18:45.303000,Ends
