,Time,Status
0,0 days 00:00:05.726000,Inactive
1,0 days 00:57:10.953000,Started
2,0 days 02:32:20.795000,Finished
3,0 days 02:35:27.570000,Finalised
4,0 days 02:35:28.947000,Ends
