,Time,Status
0,0 days 00:00:05.987000,Inactive
1,0 days 00:14:59.630000,Started
2,0 days 00:32:59.662000,Finished
3,0 days 00:38:08.697000,Inactive
4,0 days 00:39:59.675000,Started
5,0 days 00:54:59.621000,Finished
6,0 days 01:01:07.795000,Inactive
7,0 days 01:02:59.647000,Started
8,0 days 01:14:59.662000,Finished
9,0 days 01:17:22.932000,Finalised
10,0 days 01:20:49.725000,Ends
