,Meeting,ArchiveStatus,Key,Type,Name,StartDate,EndDate,GmtOffset,Path
Key,1258,,10018,Qualifying,Qualifying,2025-04-19 20:00:00,2025-04-19 21:00:00,0 days 03:00:00,2025/2025-04-20_Saudi_Arabian_Grand_Prix/2025-04-19_Qualifying/
Name,Saudi Arabian Grand Prix,,10018,Qualifying,Qualifying,2025-04-19 20:00:00,2025-04-19 21:00:00,0 days 03:00:00,2025/2025-04-20_Saudi_Arabian_Grand_Prix/2025-04-19_Qualifying/
OfficialName,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2025,,10018,Qualifying,Qualifying,2025-04-19 20:00:00,2025-04-19 21:00:00,0 days 03:00:00,2025/2025-04-20_Saudi_Arabian_Grand_Prix/2025-04-19_Qualifying/
Location,Jeddah,,10018,Qualifying,Qualifying,2025-04-19 20:00:00,2025-04-19 21:00:00,0 days 03:00:00,2025/2025-04-20_Saudi_Arabian_Grand_Prix/2025-04-19_Qualifying/
Number,5,,10018,Qualifying,Qualifying,2025-04-19 20:00:00,2025-04-19 21:00:00,0 days 03:00:00,2025/2025-04-20_Saudi_Arabian_Grand_Prix/2025-04-19_Qualifying/
Country,"{'Key': 153, 'Code': 'KSA', 'Name': 'Saudi Arabia'}",,10018,Qualifying,Qualifying,2025-04-19 20:00:00,2025-04-19 21:00:00,0 days 03:00:00,2025/2025-04-20_Saudi_Arabian_Grand_Prix/2025-04-19_Qualifying/
Circuit,"{'Key': 149, 'ShortName': 'Jeddah'}",,10018,Qualifying,Qualifying,2025-04-19 20:00:00,2025-04-19 21:00:00,0 days 03:00:00,2025/2025-04-20_Saudi_Arabian_Grand_Prix/2025-04-19_Qualifying/
Status,,Generating,10018,Qualifying,Qualifying,2025-04-19 20:00:00,2025-04-19 21:00:00,0 days 03:00:00,2025/2025-04-20_Saudi_Arabian_Grand_Prix/2025-04-19_Qualifying/
