,Time,Status
0,0 days 00:00:10.380000,Inactive
1,0 days 00:33:26.325000,Started
2,0 days 02:15:45.851000,Finished
3,0 days 02:18:58.788000,Finalised
4,0 days 02:20:19.473000,Ends
