,Time,Status
0,0 days 00:00:06.557000,Inactive
1,0 days 00:12:39.483000,Started
2,0 days 00:30:39.474000,Finished
3,0 days 00:36:02.563000,Inactive
4,0 days 00:39:39.485000,Started
5,0 days 00:54:39.490000,Finished
6,0 days 01:00:42.757000,Inactive
7,0 days 01:02:39.479000,Started
8,0 days 01:14:39.479000,Finished
9,0 days 01:18:29.716000,Finalised
10,0 days 01:18:29.716000,Ends
